"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"AMBER","6,535.00","6,644.50","6,514.50","6,521.50","6,625.00","-","103.50","1.59","1,14,283","75.21","8,626.00","5,235.00","-7.26","14.38"
"KEC","687.95","694.95","682.30","683.95","694.45","-","10.50","1.54","4,57,508","31.50","1,264.25","627.45","-10.04","-42.54"
"CROMPTON","251.90","255.25","250.30","251.50","255.10","-","3.60","1.43","12,05,605","30.45","417.00","248.40","-8.96","-38.56"
"AFFLE","1,672.00","1,690.00","1,664.80","1,664.80","1,687.00","-","22.20","1.33","1,42,276","23.89","2,185.90","1,246.00","-2.86","-6.99"
"PPLPHARMA","172.39","176.28","170.65","171.79","173.97","-","2.18","1.27","71,77,114","124.67","273.35","169.58","-10.18","-32.48"
"NAVINFLUOR","6,040.00","6,223.00","6,040.00","6,043.00","6,115.00","-","72.00","1.19","2,59,808","159.96","6,223.00","3,180.00","1.64","70.40"
"MANAPPURAM","283.00","288.80","283.00","283.15","286.20","-","3.05","1.08","28,57,546","81.75","298.00","168.83","4.62","61.93"
"ABREL","1,656.30","1,679.00","1,650.00","1,656.30","1,674.00","-","17.70","1.07","1,02,077","17.03","2,846.55","1,562.60","-4.52","-39.68"
"CYIENT","1,164.00","1,170.10","1,144.90","1,154.40","1,166.00","-","11.60","1.00","5,78,777","67.14","2,112.00","1,084.05","0.79","-44.04"
"NBCC","110.00","110.29","108.32","108.31","109.30","-","0.99","0.91","1,01,41,811","110.75","130.70","70.80","-3.54","7.37"
"RADICO","3,212.50","3,257.90","3,204.60","3,199.70","3,224.30","-","24.60","0.77","1,98,068","63.94","3,591.90","1,845.50","-1.57","32.54"
"TATACHEM","758.40","762.90","755.00","753.80","759.40","-","5.60","0.74","1,98,265","15.04","1,139.45","747.00","-9.91","-32.59"
"ASTERDM","620.45","624.00","615.90","616.40","620.15","-","3.75","0.61","2,66,505","16.53","732.20","387.10","-8.46","26.85"
"CESC","169.50","170.48","168.96","169.27","170.25","-","0.98","0.58","4,28,230","7.27","195.78","119.00","-0.60","-11.98"
"POONAWALLA","453.00","457.50","449.15","449.25","451.75","-","2.50","0.56","6,76,642","30.62","570.40","267.20","-3.63","23.91"
"ANGELONE","2,588.00","2,604.60","2,560.00","2,577.40","2,591.10","-","13.70","0.53","4,25,175","109.97","3,471.95","1,941.00","-1.75","-23.66"
"ZENSARTECH","731.00","738.25","727.20","732.40","735.30","-","2.90","0.40","1,52,305","11.17","984.95","535.85","0.96","-8.67"
"WOCKPHARMA","1,337.10","1,350.60","1,323.00","1,336.20","1,341.00","-","4.80","0.36","4,21,136","56.38","1,868.80","1,110.05","0.71","-6.02"
"REDINGTON","281.00","283.50","277.55","279.95","280.90","-","0.95","0.34","11,32,333","31.80","334.80","176.94","-2.65","31.17"
"DELHIVERY","410.70","413.40","409.05","410.70","412.00","-","1.30","0.32","9,37,073","38.57","490.00","236.53","-4.14","8.66"
"CHOLAHLDNG","1,919.80","1,951.10","1,917.00","1,929.20","1,935.10","-","5.90","0.31","1,17,575","22.76","2,231.60","1,357.35","-0.04","26.86"
"IEX","143.03","143.95","141.66","142.45","142.81","-","0.36","0.25","33,01,998","47.14","215.40","130.26","2.77","-24.74"
"CDSL","1,531.00","1,537.40","1,518.00","1,522.70","1,524.00","-","1.30","0.09","9,07,070","138.56","1,989.80","1,047.45","-4.65","-20.92"
"CASTROLIND","184.41","184.55","183.65","183.86","183.98","-","0.12","0.07","8,34,461","15.36","251.95","162.60","-3.96","-14.24"
"FIVESTAR","567.75","569.30","560.35","567.70","568.00","-","0.30","0.05","9,61,184","54.28","850.00","501.00","-9.30","-10.64"
"FSL","344.75","345.50","338.90","340.60","340.50","-","-0.10","-0.03","4,37,238","14.98","422.30","270.00","-3.51","-10.93"
"ARE&M","932.20","936.40","928.00","931.25","930.90","-","-0.35","-0.04","1,36,833","12.75","1,322.00","832.30","-3.13","-29.29"
"WELCORP","795.85","805.50","790.10","795.85","794.50","-","-1.35","-0.17","5,64,453","44.91","994.00","664.30","-13.83","-1.20"
"LALPATHLAB","2,902.80","2,924.00","2,852.90","2,885.30","2,877.00","-","-8.30","-0.29","1,53,975","44.37","3,540.00","2,293.55","-6.19","-8.85"
"CAMS","762.40","764.80","750.70","756.70","754.20","-","-2.50","-0.33","6,32,623","47.95","1,073.50","606.21","-80.33","-85.54"
"NEULANDLAB","16,255.00","16,485.00","15,962.00","16,176.00","16,100.00","-","-76.00","-0.47","42,061","68.16","19,747.00","10,190.70","-6.48","-5.16"
"AARTIIND","359.25","361.80","354.50","357.00","355.00","-","-2.00","-0.56","3,75,112","13.44","495.00","344.20","-7.66","-20.07"
"NH","1,894.90","1,894.90","1,865.80","1,884.90","1,870.00","-","-14.90","-0.79","1,68,262","31.56","2,370.20","1,256.55","6.33","46.10"
"LAURUSLABS","1,016.10","1,027.50","1,006.10","1,019.30","1,010.10","-","-9.20","-0.90","12,44,218","126.53","1,040.20","501.15","2.70","76.74"
"JBCHEPHARM","1,815.80","1,826.40","1,790.20","1,815.80","1,798.00","-","-17.80","-0.98","1,11,520","20.12","1,952.00","1,385.75","-1.66","-0.92"
"GLAND","1,706.80","1,720.30","1,672.40","1,691.90","1,674.10","-","-17.80","-1.05","1,72,618","29.34","2,131.00","1,277.80","-9.32","-5.45"
"NATCOPHARM","914.80","924.35","901.05","917.55","905.00","-","-12.55","-1.37","13,94,378","126.91","1,502.00","726.80","14.21","-38.08"
"KFINTECH","1,080.90","1,081.50","1,045.60","1,074.00","1,050.80","-","-23.20","-2.16","8,37,476","88.61","1,641.35","784.15","-3.88","-16.13"
