"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
"
"TORNTPHARM","3,828.50","3,872.70","3,803.00","3,826.10","3,847.10","-","21.00","0.55","5,59,539","214.89","3,882.20","2,886.45","8.80","22.95"
"JBCHEPHARM","1,818.60","1,838.00","1,811.00","1,818.60","1,826.90","-","8.30","0.46","61,533","11.23","1,952.00","1,385.75","9.88","6.27"
"CIPLA","1,526.90","1,534.40","1,522.00","1,525.80","1,532.00","-","6.20","0.41","8,10,970","124.06","1,673.00","1,335.00","-1.30","1.76"
"MAXHEALTH","1,093.70","1,106.40","1,085.30","1,098.00","1,101.90","-","3.90","0.36","16,58,556","182.39","1,314.30","936.25","-5.03","10.10"
"LAURUSLABS","1,001.20","1,014.40","992.95","997.05","1,000.00","-","2.95","0.30","17,85,705","179.33","1,014.40","474.05","13.79","109.59"
"WOCKPHARMA","1,344.80","1,357.00","1,339.80","1,347.00","1,351.00","-","4.00","0.30","3,08,545","41.53","1,868.80","1,110.05","-1.67","13.12"
"METROPOLIS","1,971.90","1,987.60","1,957.50","1,965.40","1,970.20","-","4.80","0.24","17,162","3.39","2,263.00","1,315.00","0.71","-3.87"
"LALPATHLAB","3,115.10","3,165.00","3,110.50","3,143.60","3,150.20","-","6.60","0.21","47,256","14.88","3,540.00","2,293.55","-0.72","6.63"
"ONESOURCE","1,720.00","1,740.00","1,719.20","1,726.00","1,729.00","-","3.00","0.17","1,21,854","21.08","2,248.00","1,209.95","-5.83","-"
"PPLPHARMA","193.84","197.99","193.10","193.84","194.13","-","0.29","0.15","25,31,346","49.49","283.90","181.73","0.92","-25.29"
"GLAND","1,856.00","1,862.50","1,812.20","1,829.20","1,831.00","-","1.80","0.10","67,384","12.33","2,131.00","1,277.80","-4.73","7.43"
"LUPIN","2,053.90","2,069.20","2,035.80","2,052.90","2,054.70","-","1.80","0.09","5,91,657","121.41","2,402.90","1,795.20","6.09","0.80"
"SAILIFE","870.75","890.80","857.95","870.70","871.10","-","0.40","0.05","3,99,326","34.75","943.00","636.10","1.79","-"
"ZYDUSLIFE","948.85","952.95","939.50","944.15","944.50","-","0.35","0.04","5,92,731","56.05","1,059.05","795.00","-3.55","-2.00"
"ALKEM","5,800.50","5,808.50","5,607.50","5,725.50","5,720.00","-","-5.50","-0.10","3,83,633","218.54","5,868.00","4,491.65","4.18","2.72"
"AGARWALEYE","522.00","528.80","521.50","524.60","524.00","-","-0.60","-0.11","96,668","5.08","568.00","327.00","0.63","-"
"ASTRAZEN","9,170.00","9,241.50","9,126.00","9,183.00","9,162.00","-","-21.00","-0.23","2,861","2.63","10,691.00","6,220.00","0.35","28.40"
"APOLLOHOSP","7,440.00","7,467.00","7,375.00","7,440.50","7,419.00","-","-21.50","-0.29","2,18,565","162.06","8,099.50","6,001.00","-4.36","8.19"
"EMCURE","1,375.20","1,394.50","1,367.00","1,379.40","1,372.00","-","-7.40","-0.54","1,21,892","16.83","1,519.90","889.00","2.45","2.88"
"GLAXO","2,499.80","2,515.20","2,470.90","2,494.50","2,477.00","-","-17.50","-0.70","51,386","12.81","3,515.70","1,921.00","-10.28","1.09"
"AJANTPHARM","2,540.00","2,543.10","2,494.90","2,549.00","2,530.00","-","-19.00","-0.75","1,36,610","34.46","3,115.90","2,327.30","5.48","-10.68"
"CAPLIPOINT","1,932.40","1,949.80","1,915.00","1,936.40","1,921.90","-","-14.50","-0.75","60,899","11.73","2,641.00","1,599.00","-2.23","-1.46"
"ABBOTINDIA","29,600.00","29,640.00","28,600.00","29,570.00","29,325.00","-","-245.00","-0.83","9,495","27.88","37,000.00","25,325.00","-2.51","6.19"
"INDGN","512.00","516.00","508.00","514.00","508.60","-","-5.40","-1.05","1,29,522","6.63","694.40","499.00","-4.28","-20.76"
"GRANULES","558.00","563.25","542.60","556.30","550.30","-","-6.00","-1.08","11,96,093","66.03","628.00","422.00","-3.82","2.97"
"DIVISLAB","6,584.00","6,632.00","6,481.00","6,593.50","6,520.00","-","-73.50","-1.11","1,47,365","96.65","7,071.50","4,955.00","-0.75","12.85"
"NH","1,779.00","1,783.00","1,745.20","1,777.10","1,757.00","-","-20.10","-1.13","1,72,634","30.37","2,370.20","1,238.10","0.56","39.30"
"SYNGENE","662.10","666.60","650.50","662.10","654.55","-","-7.55","-1.14","4,91,837","32.38","960.60","599.55","4.60","-24.15"
"POLYMED","1,967.00","1,971.20","1,935.00","1,958.90","1,935.00","-","-23.90","-1.22","44,107","8.61","3,095.00","1,821.20","4.62","-26.82"
"RAINBOW","1,353.00","1,353.00","1,325.80","1,355.70","1,338.80","-","-16.90","-1.25","1,90,449","25.48","1,709.60","1,218.00","0.88","-16.12"
"APLLTD","915.95","919.95","899.00","915.95","904.20","-","-11.75","-1.28","34,265","3.10","1,123.95","725.20","-1.29","-11.32"
"BIOCON","414.75","419.95","408.00","417.00","411.50","-","-5.50","-1.32","33,20,956","137.58","423.10","291.00","16.85","24.01"
"FORTIS","950.00","951.00","930.30","953.00","937.80","-","-15.20","-1.59","32,68,449","306.28","1,104.30","577.00","-13.29","51.14"
"NATCOPHARM","827.90","830.00","807.00","826.15","812.30","-","-13.85","-1.68","9,74,189","79.74","1,505.00","726.80","0.36","-40.55"
"KIMS","675.00","675.30","662.00","678.15","665.00","-","-13.15","-1.94","3,33,073","22.20","798.40","474.05","-7.08","19.99"
"COHANCE","626.00","627.30","614.20","629.10","614.25","-","-14.85","-2.36","20,34,527","126.18","1,360.00","614.20","-29.01","-"
"MEDANTA","1,202.00","1,202.50","1,170.00","1,201.80","1,172.00","-","-29.80","-2.48","1,75,540","20.71","1,456.50","996.45","-13.07","13.79"
