SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
732GS2030, GS, 10-Jun-2025, 106.10, 105.75, 106.94, 105.65, 105.65, 105.65, 105.72, 4620, 4.88, 6, 4450, 96.32
733GS2026, GS, 10-Jun-2025, 103.00, 103.35, 103.40, 103.35, 103.40, 103.40, 103.36, 12442, 12.86, 6, 12400, 99.66
734GS2064, GS, 10-Jun-2025, 107.51, 107.99, 107.99, 106.85, 106.86, 107.04, 107.37, 217189, 233.19, 56, 216129, 99.51
736GS2052, GS, 10-Jun-2025, 107.81, 105.56, 107.55, 105.56, 107.55, 107.55, 106.87, 3, 0.00, 3, 1, 33.33
737GS2028, GS, 10-Jun-2025, 106.00, 105.90, 105.90, 105.20, 105.20, 105.35, 105.89, 4200, 4.45, 4, 4100, 97.62
738GS2027, GS, 10-Jun-2025, 106.87, 107.00, 107.06, 106.57, 107.06, 107.00, 106.95, 63207, 67.60, 28, 63207, 100.00
741GS2036, GS, 10-Jun-2025, 111.77, 111.25, 112.00, 111.20, 111.20, 111.27, 111.28, 1484, 1.65, 5, 1484, 100.00
746GS2073, GS, 10-Jun-2025, 109.30, 109.49, 109.98, 109.40, 109.90, 109.89, 109.52, 12024, 13.17, 26, 12024, 100.00
74GS2062, GS, 10-Jun-2025, 109.30, 106.50, 106.50, 106.50, 106.50, 106.50, 106.50, 64, 0.07, 1, 64, 100.00
754GS2036, GS, 10-Jun-2025, 110.43, 110.21, 110.35, 109.33, 110.00, 109.97, 109.99, 914007, 1005.34, 449, 896692, 98.11
757GS2033, GS, 10-Jun-2025, 111.40, 111.25, 111.25, 110.00, 110.00, 110.00, 111.24, 201, 0.22, 3, 201, 100.00
759GS2026, GS, 10-Jun-2025, 102.03, 102.03, 102.04, 102.03, 102.04, 102.04, 102.04, 300, 0.31, 3, 200, 66.67
813GS2045, GS, 10-Jun-2025, 120.45, 120.45, 120.45, 120.45, 120.45, 120.45, 120.45, 600, 0.72, 1, 600, 100.00
824GS2027, GS, 10-Jun-2025, 106.00, 106.00, 106.70, 106.00, 106.70, 106.70, 106.00, 2004, 2.12, 3, 2004, 100.00
833GS2026, GS, 10-Jun-2025, 106.00, 105.70, 106.00, 105.70, 106.00, 106.00, 105.76, 5, 0.01, 2, 5, 100.00
A2ZINFRA, BE, 10-Jun-2025, 20.24, 20.10, 20.15, 19.35, 19.45, 19.41, 19.77, 291307, 57.58, 519, -, -
AAATECH, EQ, 10-Jun-2025, 90.43, 93.75, 93.75, 89.50, 90.01, 90.16, 90.61, 23668, 21.45, 1013, 15163, 64.07
AADHARHFC, EQ, 10-Jun-2025, 452.95, 456.60, 457.15, 450.90, 452.70, 452.55, 452.99, 385641, 1746.90, 22418, 241594, 62.65
AAKASH, EQ, 10-Jun-2025, 8.46, 8.56, 8.66, 8.08, 8.31, 8.40, 8.44, 297132, 25.07, 1114, 171348, 57.67
AAREYDRUGS, BE, 10-Jun-2025, 54.62, 54.02, 54.99, 53.00, 54.00, 54.58, 54.51, 10040, 5.47, 155, -, -
AARON, EQ, 10-Jun-2025, 398.30, 405.00, 405.00, 395.25, 399.40, 398.75, 398.22, 5034, 20.05, 592, 2909, 57.79
AARTECH, EQ, 10-Jun-2025, 60.60, 60.60, 66.66, 60.41, 66.66, 66.65, 65.67, 942065, 618.70, 3620, 325019, 34.50
AARTIDRUGS, EQ, 10-Jun-2025, 468.50, 469.70, 472.70, 457.80, 464.15, 466.50, 466.44, 121948, 568.81, 9775, 57532, 47.18
AARTIIND, EQ, 10-Jun-2025, 483.65, 486.00, 492.40, 480.65, 481.50, 481.90, 486.23, 1983691, 9645.37, 30202, 800516, 40.35
AARTIPHARM, EQ, 10-Jun-2025, 911.15, 913.90, 936.90, 909.80, 924.00, 923.50, 926.82, 247583, 2294.65, 17323, 111388, 44.99
AARTISURF, BE, 10-Jun-2025, 581.00, 591.20, 593.50, 581.60, 585.50, 583.70, 586.78, 3666, 21.51, 208, -, -
AARVEEDEN, BE, 10-Jun-2025, 153.21, 160.87, 160.87, 160.87, 160.87, 160.87, 160.87, 54332, 87.40, 353, -, -
AARVI, EQ, 10-Jun-2025, 113.21, 114.99, 114.99, 110.41, 111.71, 112.25, 112.33, 8359, 9.39, 236, 3915, 46.84
AATMAJ, SM, 10-Jun-2025, 19.15, 18.95, 19.25, 18.95, 19.25, 19.25, 19.07, 6000, 1.14, 3, 6000, 100.00
AAVAS, EQ, 10-Jun-2025, 1936.60, 1937.90, 1942.70, 1882.60, 1895.00, 1894.90, 1908.42, 64355, 1228.16, 8783, 33140, 51.50
ABAN, EQ, 10-Jun-2025, 48.61, 48.69, 53.47, 48.62, 52.90, 52.57, 52.58, 514089, 270.29, 3016, 236632, 46.03
ABB, EQ, 10-Jun-2025, 6215.00, 6260.00, 6260.00, 6160.00, 6167.00, 6168.00, 6192.33, 207893, 12873.41, 25039, 98928, 47.59
ABBOTINDIA, EQ, 10-Jun-2025, 31810.00, 32000.00, 32100.00, 31550.00, 31630.00, 31645.00, 31710.56, 3041, 964.32, 1694, 1554, 51.10
ABCAPITAL, EQ, 10-Jun-2025, 240.23, 241.75, 246.85, 240.50, 243.00, 242.66, 244.52, 9938548, 24301.37, 68595, 4125000, 41.51
ABCOTS, SM, 10-Jun-2025, 444.60, 438.00, 451.80, 438.00, 451.80, 451.80, 451.12, 11250, 50.75, 7, 10500, 93.33
ABDL, EQ, 10-Jun-2025, 429.85, 430.30, 454.80, 427.05, 443.25, 444.55, 442.74, 1453737, 6436.35, 23993, 725675, 49.92
ABFRL, EQ, 10-Jun-2025, 77.36, 77.50, 77.74, 76.50, 76.60, 76.66, 77.01, 7524310, 5794.57, 29777, 4246527, 56.44
ABGSEC, EQ, 10-Jun-2025, 109.88, 109.88, 110.40, 109.81, 109.81, 110.30, 110.22, 557, 0.61, 25, 377, 67.68
ABHAPOWER, ST, 10-Jun-2025, 31.25, 30.70, 31.00, 30.70, 31.00, 31.00, 30.90, 9600, 2.97, 6, 9600, 100.00
ABINFRA, BE, 10-Jun-2025, 144.92, 147.50, 149.75, 142.50, 147.26, 147.11, 147.20, 34483, 50.76, 257, -, -
ABMINTLLTD, EQ, 10-Jun-2025, 49.49, 48.80, 49.80, 48.11, 49.56, 49.56, 49.28, 1857, 0.92, 27, 1632, 87.88
ABREL, EQ, 10-Jun-2025, 2460.40, 2484.00, 2484.00, 2425.00, 2438.00, 2445.50, 2453.10, 214046, 5250.76, 21325, 53997, 25.23
ABSLAMC, EQ, 10-Jun-2025, 808.70, 813.80, 818.70, 796.00, 797.00, 800.95, 805.04, 339123, 2730.09, 27321, 172658, 50.91
ABSLBANETF, EQ, 10-Jun-2025, 57.70, 59.43, 59.43, 57.51, 57.75, 57.61, 57.64, 871469, 502.31, 1043, 864595, 99.21
ABSLLIQUID, EQ, 10-Jun-2025, 999.99, 999.99, 1000.01, 999.99, 1000.01, 1000.00, 1000.00, 2267, 22.67, 37, 1069, 47.15
ABSLNN50ET, EQ, 10-Jun-2025, 71.60, 69.81, 71.98, 69.81, 71.60, 71.60, 71.63, 12339, 8.84, 303, 10249, 83.06
ABSLPSE, EQ, 10-Jun-2025, 10.24, 9.98, 10.32, 9.98, 10.28, 10.27, 10.29, 428358, 44.08, 578, 322340, 75.25
ABSMARINE, ST, 10-Jun-2025, 152.60, 155.65, 155.65, 155.65, 155.65, 155.65, 155.65, 4000, 6.23, 3, 4000, 100.00
ACC, EQ, 10-Jun-2025, 1905.60, 1916.00, 1927.00, 1904.10, 1912.00, 1913.10, 1915.48, 464872, 8904.55, 21796, 244808, 52.66
ACCELYA, EQ, 10-Jun-2025, 1452.20, 1465.00, 1467.00, 1450.00, 1452.10, 1454.70, 1456.79, 12110, 176.42, 1997, 7532, 62.20
ACCENTMIC, SM, 10-Jun-2025, 228.95, 232.00, 233.35, 228.10, 228.80, 228.80, 230.86, 25500, 58.87, 40, 19500, 76.47
ACCPL, SM, 10-Jun-2025, 68.30, 69.70, 70.90, 67.00, 69.90, 69.80, 69.22, 46800, 32.39, 39, 42000, 89.74
ACCURACY, EQ, 10-Jun-2025, 8.66, 8.65, 8.70, 8.50, 8.65, 8.59, 8.62, 158949, 13.69, 789, 129481, 81.46
ACE, EQ, 10-Jun-2025, 1263.30, 1270.00, 1271.50, 1249.10, 1255.00, 1252.00, 1258.14, 135184, 1700.80, 11718, 71889, 53.18
ACEINTEG, EQ, 10-Jun-2025, 28.15, 28.74, 28.74, 26.25, 26.25, 26.83, 27.25, 27399, 7.47, 390, 16054, 58.59
ACI, EQ, 10-Jun-2025, 649.50, 650.00, 653.40, 637.05, 640.20, 641.55, 644.52, 137002, 883.00, 11651, 57387, 41.89
ACL, EQ, 10-Jun-2025, 67.95, 68.02, 68.90, 67.50, 68.75, 68.62, 68.31, 19430, 13.27, 658, 10854, 55.86
ACLGATI, EQ, 10-Jun-2025, 69.75, 70.15, 75.40, 69.80, 74.20, 74.17, 73.25, 2012237, 1473.97, 15647, 675891, 33.59
ACMESOLAR, EQ, 10-Jun-2025, 248.10, 252.00, 259.10, 248.05, 252.95, 252.65, 252.83, 770609, 1948.32, 15930, 222742, 28.90
ACTIVEINFR, SM, 10-Jun-2025, 171.00, 171.00, 171.00, 170.00, 170.00, 170.00, 170.17, 3600, 6.13, 6, 3600, 100.00
ACUTAAS, EQ, 10-Jun-2025, 1118.00, 1120.90, 1127.90, 1101.10, 1121.90, 1123.20, 1116.16, 310645, 3467.29, 23620, 174955, 56.32
ADANIENSOL, EQ, 10-Jun-2025, 901.40, 907.15, 921.00, 896.45, 916.05, 915.50, 910.37, 8134942, 74058.14, 95612, 3798495, 46.69
ADANIENT, EQ, 10-Jun-2025, 2582.10, 2600.00, 2663.20, 2577.70, 2618.00, 2613.10, 2626.35, 2084054, 54734.56, 86665, 584032, 28.02
ADANIGREEN, EQ, 10-Jun-2025, 1034.30, 1039.70, 1077.00, 1034.70, 1059.90, 1060.50, 1057.66, 5441911, 57557.03, 107060, 1806124, 33.19
ADANIPORTS, EQ, 10-Jun-2025, 1467.10, 1472.00, 1494.00, 1469.80, 1474.10, 1473.80, 1479.43, 2125187, 31440.75, 65315, 1042981, 49.08
ADANIPOWER, EQ, 10-Jun-2025, 563.10, 567.70, 610.60, 562.45, 598.50, 596.05, 594.73, 30085179, 178925.46, 338178, 6793571, 22.58
ADFFOODS, EQ, 10-Jun-2025, 274.40, 275.80, 277.09, 268.47, 274.00, 272.43, 271.79, 122197, 332.12, 5559, 49479, 40.49
ADL, BE, 10-Jun-2025, 95.50, 95.50, 95.50, 94.00, 95.00, 95.00, 94.69, 680, 0.64, 23, -, -
ADOR, EQ, 10-Jun-2025, 1013.00, 1020.00, 1059.85, 1018.25, 1049.00, 1049.00, 1047.29, 46371, 485.64, 4059, 30580, 65.95
ADROITINFO, EQ, 10-Jun-2025, 11.14, 11.05, 11.45, 11.05, 11.25, 11.24, 11.29, 29757, 3.36, 173, 21164, 71.12
ADSL, EQ, 10-Jun-2025, 192.42, 194.98, 194.98, 191.60, 193.20, 193.03, 193.20, 232168, 448.54, 4729, 112347, 48.39
ADVANIHOTR, EQ, 10-Jun-2025, 62.30, 62.01, 62.82, 62.01, 62.63, 62.66, 62.66, 48570, 30.43, 807, 33730, 69.45
ADVENZYMES, EQ, 10-Jun-2025, 309.70, 311.30, 325.80, 306.75, 324.30, 324.00, 320.16, 688638, 2204.75, 16338, 300328, 43.61
AEGISLOG, EQ, 10-Jun-2025, 803.55, 805.00, 810.45, 796.45, 800.00, 801.00, 801.36, 322825, 2586.97, 10903, 160684, 49.77
AEGISVOPAK, EQ, 10-Jun-2025, 258.08, 264.00, 265.50, 248.57, 255.00, 254.18, 256.25, 1436592, 3681.26, 26292, 497385, 34.62
AEROFLEX, EQ, 10-Jun-2025, 165.77, 166.80, 171.27, 163.80, 164.25, 164.40, 166.62, 1610761, 2683.89, 22841, 779176, 48.37
AERON, SM, 10-Jun-2025, 134.50, 134.50, 137.90, 133.70, 135.10, 135.25, 135.53, 19000, 25.75, 18, 13000, 68.42
AESTHETIK, SM, 10-Jun-2025, 113.45, 119.10, 119.10, 119.10, 119.10, 119.10, 119.10, 14000, 16.67, 7, 14000, 100.00
AETHER, EQ, 10-Jun-2025, 809.05, 812.45, 812.80, 797.50, 800.55, 799.85, 805.56, 114557, 922.83, 13109, 65377, 57.07
AFCONS, EQ, 10-Jun-2025, 447.90, 449.00, 450.10, 443.30, 445.50, 445.45, 446.20, 1081694, 4826.56, 22289, 773527, 71.51
AFFLE, EQ, 10-Jun-2025, 1868.70, 1875.00, 1985.00, 1867.00, 1935.00, 1939.00, 1939.21, 1802997, 34963.94, 92028, 576582, 31.98
AFFORDABLE, EQ, 10-Jun-2025, 442.65, 449.30, 449.30, 433.10, 437.00, 437.55, 440.89, 13564, 59.80, 971, 8356, 61.60
AFIL, EQ, 10-Jun-2025, 8.43, 8.46, 8.56, 8.20, 8.23, 8.24, 8.36, 1369685, 114.50, 1853, 761244, 55.58
AFSL, EQ, 10-Jun-2025, 224.42, 227.80, 233.00, 224.90, 230.10, 228.59, 227.91, 92662, 211.18, 2528, 67600, 72.95
AGARIND, EQ, 10-Jun-2025, 984.15, 984.00, 992.95, 975.00, 990.00, 991.35, 986.30, 21897, 215.97, 1752, 10949, 50.00
AGARWALEYE, EQ, 10-Jun-2025, 374.95, 374.90, 379.95, 373.55, 375.60, 375.05, 375.62, 327989, 1232.01, 12065, 237386, 72.38
AGARWALTUF, ST, 10-Jun-2025, 131.00, 130.00, 131.30, 130.00, 130.00, 130.00, 130.09, 16800, 21.86, 4, 16800, 100.00
AGI, EQ, 10-Jun-2025, 867.35, 871.00, 875.20, 858.00, 868.50, 864.35, 867.14, 67582, 586.03, 5358, 36862, 54.54
AGIIL, EQ, 10-Jun-2025, 915.15, 925.00, 937.75, 906.55, 930.10, 932.30, 921.45, 499350, 4601.24, 19860, 171675, 34.38
AGNI, ST, 10-Jun-2025, 23.60, 23.15, 24.45, 23.15, 24.35, 24.35, 24.10, 42500, 10.24, 17, 32500, 76.47
AGRITECH, EQ, 10-Jun-2025, 158.83, 162.90, 168.70, 158.76, 164.00, 164.74, 164.26, 41057, 67.44, 1881, 15884, 38.69
AGROPHOS, EQ, 10-Jun-2025, 37.43, 37.80, 38.07, 37.12, 37.21, 37.32, 37.52, 25671, 9.63, 440, 14630, 56.99
AGSTRA, BE, 10-Jun-2025, 5.09, 4.98, 4.98, 4.98, 4.98, 4.98, 4.98, 378292, 18.84, 647, -, -
AHLADA, EQ, 10-Jun-2025, 64.23, 65.83, 65.83, 64.12, 64.32, 64.32, 64.60, 12457, 8.05, 372, 9479, 76.09
AHLEAST, EQ, 10-Jun-2025, 140.80, 142.51, 151.00, 139.99, 142.19, 143.96, 146.81, 55024, 80.78, 2084, 21448, 38.98
AHLUCONT, EQ, 10-Jun-2025, 939.20, 943.85, 963.40, 942.45, 956.00, 953.40, 954.08, 80912, 771.97, 13659, 45701, 56.48
AIAENG, EQ, 10-Jun-2025, 3509.30, 3525.00, 3531.50, 3491.10, 3500.30, 3501.50, 3502.03, 69262, 2425.57, 5501, 59329, 85.66
AIIL, EQ, 10-Jun-2025, 2499.90, 2523.50, 2549.90, 2480.00, 2498.00, 2494.40, 2499.15, 59193, 1479.32, 6597, 30184, 50.99
AIMTRON, SM, 10-Jun-2025, 567.10, 569.00, 569.10, 550.25, 560.85, 559.05, 556.88, 99200, 552.43, 163, 80400, 81.05
AIRAN, EQ, 10-Jun-2025, 27.51, 27.94, 27.94, 27.44, 27.44, 27.50, 27.53, 104824, 28.86, 696, 78676, 75.06
AIROLAM, EQ, 10-Jun-2025, 114.20, 124.00, 137.04, 121.50, 126.01, 126.53, 132.16, 629795, 832.34, 7191, 139644, 22.17
AIRTELPP, E1, 10-Jun-2025, 1398.10, 1398.10, 1416.90, 1386.15, 1387.10, 1390.50, 1393.32, 67536, 940.99, 4717, 48657, 72.05
AJANTPHARM, EQ, 10-Jun-2025, 2594.80, 2588.00, 2601.00, 2564.00, 2566.50, 2576.30, 2577.88, 46819, 1206.94, 10913, 25175, 53.77
AJAXENGG, EQ, 10-Jun-2025, 621.30, 620.00, 624.70, 613.95, 619.90, 618.80, 619.20, 219409, 1358.58, 9417, 127652, 58.18
AJMERA, EQ, 10-Jun-2025, 938.40, 942.00, 963.00, 937.00, 954.00, 950.10, 946.05, 96031, 908.50, 7688, 37983, 39.55
AJOONI, EQ, 10-Jun-2025, 5.65, 5.75, 5.75, 5.64, 5.66, 5.65, 5.68, 545700, 30.98, 847, 358183, 65.64
AKANKSHA, SM, 10-Jun-2025, 124.95, 125.55, 125.55, 124.00, 124.00, 124.00, 124.97, 16000, 19.99, 16, 9000, 56.25
AKASH, EQ, 10-Jun-2025, 29.00, 29.00, 29.70, 28.66, 29.01, 29.07, 29.22, 6479, 1.89, 116, 3813, 58.85
AKG, EQ, 10-Jun-2025, 13.65, 13.65, 14.27, 13.05, 13.20, 13.29, 13.45, 36837, 4.96, 281, 29490, 80.06
AKI, BE, 10-Jun-2025, 7.98, 8.00, 8.06, 8.00, 8.06, 8.06, 8.03, 5688, 0.46, 51, -, -
AKIKO, SM, 10-Jun-2025, 84.70, 82.00, 85.00, 82.00, 85.00, 85.00, 83.00, 6400, 5.31, 4, 6400, 100.00
AKSHAR, BE, 10-Jun-2025, 0.60, 0.60, 0.61, 0.59, 0.60, 0.59, 0.60, 905514, 5.42, 704, -, -
AKSHARCHEM, EQ, 10-Jun-2025, 248.74, 248.50, 268.70, 248.49, 258.00, 260.43, 260.72, 22381, 58.35, 1441, 10882, 48.62
AKSHOPTFBR, BE, 10-Jun-2025, 8.95, 9.15, 9.15, 8.91, 9.11, 9.10, 9.08, 194982, 17.70, 335, -, -
AKUMS, EQ, 10-Jun-2025, 568.30, 570.00, 581.85, 560.55, 563.70, 564.20, 570.41, 179060, 1021.37, 10311, 95632, 53.41
AKZOINDIA, EQ, 10-Jun-2025, 3263.70, 3280.00, 3289.00, 3205.50, 3224.70, 3226.90, 3238.37, 11314, 366.39, 2931, 6579, 58.15
ALANKIT, EQ, 10-Jun-2025, 15.19, 15.34, 15.60, 15.16, 15.52, 15.49, 15.44, 680821, 105.14, 2520, 418830, 61.52
ALBERTDAVD, EQ, 10-Jun-2025, 831.55, 839.00, 859.50, 832.40, 849.00, 850.95, 846.92, 14855, 125.81, 1271, 10334, 69.57
ALEMBICLTD, EQ, 10-Jun-2025, 111.91, 112.47, 114.00, 112.00, 112.29, 112.31, 112.74, 454678, 512.59, 6543, 184849, 40.65
ALICON, EQ, 10-Jun-2025, 888.55, 893.20, 957.95, 890.00, 936.00, 938.65, 937.40, 52759, 494.56, 6388, 15051, 28.53
ALIVUS, EQ, 10-Jun-2025, 1014.90, 1019.90, 1022.00, 1005.00, 1007.00, 1007.30, 1010.02, 56467, 570.33, 10615, 33558, 59.43
ALKALI, EQ, 10-Jun-2025, 102.21, 103.50, 103.50, 101.00, 101.07, 101.34, 101.64, 8524, 8.66, 391, 5901, 69.23
ALKEM, EQ, 10-Jun-2025, 4873.50, 4898.00, 5005.00, 4877.00, 4962.50, 4959.00, 4957.10, 300251, 14883.74, 33899, 188824, 62.89
ALKYLAMINE, EQ, 10-Jun-2025, 2012.40, 2019.80, 2031.00, 2000.80, 2010.00, 2013.70, 2013.94, 34585, 696.52, 5064, 18287, 52.88
ALLCARGO, EQ, 10-Jun-2025, 34.79, 35.00, 37.25, 34.76, 36.51, 36.67, 36.20, 17162147, 6213.24, 46752, 6125015, 35.69
ALLDIGI, EQ, 10-Jun-2025, 913.30, 920.35, 922.50, 901.00, 908.10, 910.70, 912.46, 11752, 107.23, 1954, 7720, 65.69
ALLETEC, SM, 10-Jun-2025, 390.15, 394.85, 394.85, 377.00, 383.00, 382.55, 382.68, 92000, 352.07, 208, 61200, 66.52
ALMONDZ, EQ, 10-Jun-2025, 21.41, 21.70, 21.74, 21.08, 21.50, 21.51, 21.47, 179316, 38.49, 904, 116299, 64.86
ALOKINDS, EQ, 10-Jun-2025, 19.53, 19.57, 21.40, 19.49, 20.92, 20.86, 20.84, 57016667, 11880.97, 67084, 10950375, 19.21
ALPA, EQ, 10-Jun-2025, 99.86, 101.50, 102.00, 100.00, 101.00, 100.64, 101.08, 39778, 40.21, 1202, 25425, 63.92
ALPEXSOLAR, SM, 10-Jun-2025, 977.20, 988.95, 1034.00, 955.00, 994.00, 995.45, 994.71, 203200, 2021.25, 581, 127400, 62.70
ALPHA, EQ, 10-Jun-2025, 51.49, 52.01, 52.62, 51.37, 51.47, 51.49, 51.54, 1693290, 872.67, 3880, 1414152, 83.52
ALPHAETF, EQ, 10-Jun-2025, 25.69, 25.91, 25.91, 25.51, 25.63, 25.67, 25.70, 915873, 235.42, 1880, 626136, 68.36
ALPHAGEO, EQ, 10-Jun-2025, 262.90, 264.80, 273.00, 259.80, 273.00, 270.75, 267.28, 28450, 76.04, 1203, 17347, 60.97
ALPL30IETF, EQ, 10-Jun-2025, 27.58, 27.64, 27.82, 27.63, 27.76, 27.74, 27.74, 456074, 126.52, 1667, 311032, 68.20
ALPSINDUS, BE, 10-Jun-2025, 2.45, 2.57, 2.57, 2.47, 2.57, 2.57, 2.57, 23619, 0.61, 33, -, -
ALUWIND, SM, 10-Jun-2025, 71.00, 72.50, 74.00, 71.60, 73.95, 74.00, 72.64, 54000, 39.23, 34, 46500, 86.11
AMBER, EQ, 10-Jun-2025, 6638.00, 6685.00, 6685.00, 6515.00, 6590.00, 6601.00, 6590.75, 166028, 10942.49, 24011, 63629, 38.32
AMBEY, SM, 10-Jun-2025, 41.50, 38.10, 41.40, 38.10, 41.40, 41.40, 40.25, 14000, 5.64, 7, 10000, 71.43
AMBICAAGAR, EQ, 10-Jun-2025, 29.15, 29.11, 29.98, 28.80, 28.89, 28.96, 29.09, 30491, 8.87, 525, 23148, 75.92
