SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
704GS2029, GS, 12-Jun-2025, 103.75, 103.80, 103.80, 102.75, 103.80, 103.27, 103.65, 700, 0.73, 3, 700, 100.00
706GS2028, GS, 12-Jun-2025, 104.00, 103.61, 103.61, 103.61, 103.61, 103.61, 103.61, 1500, 1.55, 1, 1500, 100.00
709GS2054, GS, 12-Jun-2025, 105.98, 103.00, 105.49, 103.00, 105.49, 105.49, 105.37, 2100, 2.21, 2, 2100, 100.00
709GS2074, GS, 12-Jun-2025, 102.19, 102.50, 102.99, 102.00, 102.92, 102.91, 102.19, 62646, 64.01, 28, 62445, 99.68
710GS2029, GS, 12-Jun-2025, 104.88, 104.80, 105.25, 104.80, 104.80, 104.80, 105.08, 40951, 43.03, 8, 40951, 100.00
716GS2050, GS, 12-Jun-2025, 104.49, 109.00, 109.00, 109.00, 109.00, 109.00, 109.00, 12, 0.01, 2, 12, 100.00
718GS2037, GS, 12-Jun-2025, 108.30, 108.00, 108.00, 108.00, 108.00, 108.00, 108.00, 11500, 12.42, 3, 11500, 100.00
719GS2060, GS, 12-Jun-2025, 105.80, 107.08, 107.08, 107.08, 107.08, 107.08, 107.08, 100, 0.11, 2, 100, 100.00
71GS2034, GS, 12-Jun-2025, 106.10, 106.10, 106.10, 105.04, 105.04, 105.04, 105.10, 107, 0.11, 4, 106, 99.07
725GS2063, GS, 12-Jun-2025, 103.63, 103.70, 103.74, 102.75, 102.75, 102.88, 103.10, 275379, 283.91, 139, 275379, 100.00
726GS2032, GS, 12-Jun-2025, 107.49, 107.01, 108.10, 107.01, 107.40, 107.40, 107.15, 32501, 34.83, 15, 32500, 100.00
732GS2030, GS, 12-Jun-2025, 105.65, 105.65, 105.65, 105.65, 105.65, 105.65, 105.65, 2000, 2.11, 1, 2000, 100.00
733GS2026, GS, 12-Jun-2025, 103.05, 102.51, 103.49, 102.46, 102.46, 102.46, 102.50, 2601, 2.67, 6, 2599, 99.92
734GS2064, GS, 12-Jun-2025, 106.51, 106.49, 106.49, 105.40, 105.40, 105.40, 105.93, 127072, 134.61, 23, 127072, 100.00
737GS2028, GS, 12-Jun-2025, 105.20, 105.20, 105.20, 104.75, 104.75, 104.75, 105.19, 4600, 4.84, 2, 4600, 100.00
738GS2027, GS, 12-Jun-2025, 107.04, 106.90, 107.10, 106.25, 106.71, 106.87, 106.95, 284878, 304.67, 67, 282752, 99.25
73GS2053, GS, 12-Jun-2025, 107.00, 107.00, 107.91, 107.00, 107.52, 107.52, 107.55, 6310, 6.79, 8, 6210, 98.42
741GS2036, GS, 12-Jun-2025, 110.55, 110.20, 111.00, 110.20, 111.00, 111.00, 111.00, 501, 0.56, 2, 501, 100.00
746GS2073, GS, 12-Jun-2025, 108.90, 108.50, 108.50, 108.00, 108.50, 108.05, 108.08, 46987, 50.78, 23, 46987, 100.00
74GS2035, GS, 12-Jun-2025, 105.15, 105.15, 105.15, 105.15, 105.15, 105.15, 105.15, 100, 0.11, 1, 100, 100.00
74GS2062, GS, 12-Jun-2025, 106.50, 109.00, 109.00, 108.99, 108.99, 108.99, 109.00, 36, 0.04, 4, 36, 100.00
754GS2036, GS, 12-Jun-2025, 109.27, 109.50, 109.50, 108.48, 108.50, 108.65, 108.99, 846186, 922.22, 413, 821247, 97.05
772GS2049, GS, 12-Jun-2025, 115.25, 114.10, 114.10, 114.10, 114.10, 114.10, 114.10, 187, 0.21, 3, 187, 100.00
828GS2032, GS, 12-Jun-2025, 111.00, 110.50, 110.50, 110.50, 110.50, 110.50, 110.50, 3, 0.00, 1, 3, 100.00
92GS2030, GS, 12-Jun-2025, 117.30, 123.00, 123.00, 118.00, 118.00, 118.00, 118.00, 3852, 4.55, 2, 3852, 100.00
A2ZINFRA, BE, 12-Jun-2025, 18.73, 18.61, 18.68, 17.90, 18.30, 18.29, 18.28, 285061, 52.10, 453, -, -
AAATECH, EQ, 12-Jun-2025, 90.07, 90.54, 91.39, 89.01, 89.96, 89.83, 90.25, 30733, 27.74, 1343, 13954, 45.40
AADHARHFC, EQ, 12-Jun-2025, 445.95, 447.00, 448.15, 440.40, 441.10, 442.05, 443.01, 293240, 1299.08, 13365, 183212, 62.48
AAKASH, EQ, 12-Jun-2025, 8.55, 8.44, 8.62, 8.37, 8.37, 8.41, 8.50, 131305, 11.16, 662, 94884, 72.26
AAREYDRUGS, BE, 12-Jun-2025, 53.76, 55.85, 56.19, 54.50, 55.51, 54.67, 55.73, 45854, 25.55, 264, -, -
AARON, EQ, 12-Jun-2025, 395.40, 395.05, 402.00, 390.20, 393.20, 393.60, 394.19, 4715, 18.59, 544, 1991, 42.23
AARTECH, EQ, 12-Jun-2025, 73.14, 73.00, 76.79, 69.49, 69.73, 70.91, 74.79, 1508499, 1128.21, 5903, 444295, 29.45
AARTIDRUGS, EQ, 12-Jun-2025, 472.60, 472.60, 494.00, 468.85, 472.00, 473.60, 481.77, 696495, 3355.51, 31108, 235008, 33.74
AARTIIND, EQ, 12-Jun-2025, 478.20, 479.75, 482.90, 468.00, 468.95, 469.85, 475.03, 1028596, 4886.10, 20104, 439602, 42.74
AARTIPHARM, EQ, 12-Jun-2025, 916.85, 921.40, 935.65, 912.00, 917.05, 918.30, 923.38, 190473, 1758.79, 19103, 80732, 42.39
AARTISURF, BE, 12-Jun-2025, 587.95, 587.95, 598.90, 570.00, 575.00, 573.50, 583.63, 6859, 40.03, 226, -, -
AARVEEDEN, BE, 12-Jun-2025, 157.65, 155.00, 155.00, 154.49, 154.49, 154.49, 154.82, 19460, 30.13, 76, -, -
AARVI, EQ, 12-Jun-2025, 113.26, 113.27, 115.29, 111.22, 113.29, 112.22, 112.66, 3502, 3.95, 174, 2398, 68.48
AATMAJ, SM, 12-Jun-2025, 18.90, 18.90, 18.95, 18.70, 18.70, 18.75, 18.79, 20000, 3.76, 4, 20000, 100.00
AAVAS, EQ, 12-Jun-2025, 1843.30, 1872.00, 1878.20, 1812.30, 1837.50, 1827.40, 1836.94, 73482, 1349.82, 9335, 29241, 39.79
ABAN, EQ, 12-Jun-2025, 55.71, 56.35, 56.98, 53.69, 53.70, 54.08, 55.14, 237386, 130.89, 2966, 132896, 55.98
ABB, EQ, 12-Jun-2025, 6077.00, 6079.00, 6099.00, 5975.00, 6020.00, 6021.00, 6029.00, 369396, 22270.87, 31038, 227441, 61.57
ABBOTINDIA, EQ, 12-Jun-2025, 31635.00, 31640.00, 31850.00, 31400.00, 31500.00, 31575.00, 31602.21, 9056, 2861.90, 2897, 6689, 73.86
ABCAPITAL, EQ, 12-Jun-2025, 246.25, 246.25, 250.98, 241.70, 242.00, 242.97, 247.14, 6845799, 16918.51, 45951, 2418411, 35.33
ABCOTS, SM, 12-Jun-2025, 461.35, 455.00, 455.00, 435.00, 449.90, 449.90, 445.98, 7500, 33.45, 15, 4750, 63.33
ABDL, EQ, 12-Jun-2025, 424.35, 426.20, 432.00, 411.30, 415.10, 415.45, 419.76, 729175, 3060.81, 15837, 363922, 49.91
ABFRL, EQ, 12-Jun-2025, 77.33, 77.50, 77.59, 74.80, 74.98, 75.20, 76.06, 8669182, 6593.80, 31870, 4425956, 51.05
ABGSEC, EQ, 12-Jun-2025, 110.19, 109.93, 109.95, 109.61, 109.61, 109.61, 109.62, 51725, 56.70, 23, 51233, 99.05
ABHAPOWER, ST, 12-Jun-2025, 31.60, 32.20, 32.20, 32.20, 32.20, 32.20, 32.20, 9600, 3.09, 6, 9600, 100.00
ABINFRA, BE, 12-Jun-2025, 147.89, 149.99, 149.99, 145.01, 148.20, 148.85, 146.90, 50892, 74.76, 234, -, -
ABMINTLLTD, EQ, 12-Jun-2025, 50.11, 50.80, 50.80, 49.00, 49.00, 49.00, 49.56, 622, 0.31, 25, 460, 73.95
ABREL, EQ, 12-Jun-2025, 2465.60, 2456.00, 2525.00, 2433.70, 2461.00, 2453.90, 2480.46, 408565, 10134.28, 46002, 136297, 33.36
ABSLAMC, EQ, 12-Jun-2025, 783.30, 782.15, 805.00, 778.00, 785.00, 785.40, 790.65, 249499, 1972.67, 20879, 97276, 38.99
ABSLBANETF, EQ, 12-Jun-2025, 57.43, 59.15, 59.15, 56.79, 56.83, 56.91, 57.19, 1020385, 583.54, 1848, 863037, 84.58
ABSLLIQUID, EQ, 12-Jun-2025, 1000.00, 1000.00, 1000.01, 999.99, 1000.00, 1000.00, 1000.00, 12553, 125.53, 18, 12051, 96.00
ABSLNN50ET, EQ, 12-Jun-2025, 71.44, 71.00, 73.22, 70.00, 70.33, 70.38, 70.74, 7802, 5.52, 329, 5388, 69.06
ABSLPSE, EQ, 12-Jun-2025, 10.30, 10.35, 10.39, 10.10, 10.23, 10.12, 10.18, 371421, 37.82, 2060, 309333, 83.28
ABSMARINE, ST, 12-Jun-2025, 158.75, 161.90, 161.90, 161.90, 161.90, 161.90, 161.90, 9000, 14.57, 12, 9000, 100.00
ACC, EQ, 12-Jun-2025, 1905.80, 1909.70, 1912.00, 1860.10, 1864.00, 1865.50, 1880.03, 296364, 5571.73, 21166, 164166, 55.39
ACCELYA, EQ, 12-Jun-2025, 1436.30, 1440.00, 1468.90, 1426.00, 1440.00, 1438.00, 1449.51, 24277, 351.90, 3170, 13834, 56.98
ACCENTMIC, SM, 12-Jun-2025, 232.05, 232.45, 234.85, 230.00, 231.95, 232.15, 232.26, 18500, 42.97, 30, 13500, 72.97
ACCPL, SM, 12-Jun-2025, 79.30, 81.30, 81.30, 76.00, 78.30, 77.95, 78.76, 92400, 72.77, 75, 58800, 63.64
ACCURACY, EQ, 12-Jun-2025, 8.67, 8.80, 8.80, 8.55, 8.55, 8.58, 8.65, 117017, 10.12, 828, 83978, 71.77
ACE, EQ, 12-Jun-2025, 1257.00, 1258.00, 1260.00, 1225.00, 1229.00, 1228.90, 1238.79, 131936, 1634.41, 13120, 70936, 53.77
ACEINTEG, EQ, 12-Jun-2025, 26.82, 28.20, 28.34, 26.31, 27.19, 26.79, 27.41, 17984, 4.93, 571, 9117, 50.70
ACI, EQ, 12-Jun-2025, 634.30, 634.00, 649.80, 627.00, 627.05, 631.60, 635.96, 148147, 942.16, 12677, 53634, 36.20
ACL, EQ, 12-Jun-2025, 68.57, 69.90, 69.90, 68.42, 68.95, 68.52, 68.84, 16374, 11.27, 594, 9547, 58.31
ACLGATI, EQ, 12-Jun-2025, 72.54, 72.60, 73.48, 70.50, 71.40, 71.45, 72.14, 418304, 301.75, 4633, 191161, 45.70
ACMESOLAR, EQ, 12-Jun-2025, 253.10, 256.00, 256.00, 243.00, 243.60, 243.95, 246.50, 687392, 1694.40, 18665, 302214, 43.97
ACTIVEINFR, SM, 12-Jun-2025, 172.00, 175.00, 175.00, 170.00, 170.00, 170.00, 172.50, 1200, 2.07, 2, 1200, 100.00
ACUTAAS, EQ, 12-Jun-2025, 1105.00, 1104.00, 1132.50, 1098.40, 1101.10, 1102.80, 1115.62, 328659, 3666.57, 31501, 191653, 58.31
ADANIENSOL, EQ, 12-Jun-2025, 904.50, 908.40, 909.95, 868.05, 870.55, 876.95, 894.20, 3852260, 34446.74, 63755, 1895846, 49.21
ADANIENT, EQ, 12-Jun-2025, 2581.20, 2591.50, 2601.80, 2530.00, 2536.00, 2543.70, 2561.98, 955097, 24469.40, 57018, 203083, 21.26
ADANIGREEN, EQ, 12-Jun-2025, 1046.80, 1050.00, 1050.00, 1012.00, 1014.00, 1015.80, 1029.48, 2183895, 22482.72, 58782, 727114, 33.29
ADANIPORTS, EQ, 12-Jun-2025, 1456.40, 1459.80, 1465.60, 1440.10, 1443.70, 1445.80, 1451.29, 2192452, 31818.92, 66440, 937874, 42.78
ADANIPOWER, EQ, 12-Jun-2025, 587.05, 587.05, 588.70, 565.50, 567.65, 567.15, 573.92, 5139702, 29497.61, 79769, 2116804, 41.19
ADFFOODS, EQ, 12-Jun-2025, 297.79, 294.70, 297.65, 280.38, 282.05, 283.52, 287.33, 203891, 585.84, 12692, 78897, 38.70
ADL, BE, 12-Jun-2025, 95.31, 99.95, 99.95, 93.50, 93.50, 93.50, 94.28, 2516, 2.37, 29, -, -
ADOR, EQ, 12-Jun-2025, 1033.30, 1025.05, 1043.45, 1021.00, 1034.00, 1026.60, 1033.54, 10825, 111.88, 1337, 4978, 45.99
ADROITINFO, EQ, 12-Jun-2025, 11.42, 11.50, 12.34, 11.46, 11.74, 11.72, 11.89, 128067, 15.23, 812, 65769, 51.36
ADSL, EQ, 12-Jun-2025, 193.50, 193.95, 194.58, 190.00, 190.00, 190.16, 191.50, 231711, 443.74, 4383, 135361, 58.42
ADVANIHOTR, EQ, 12-Jun-2025, 63.30, 63.30, 63.98, 62.31, 62.61, 62.67, 62.98, 32504, 20.47, 662, 20794, 63.97
ADVENZYMES, EQ, 12-Jun-2025, 332.75, 333.25, 333.70, 322.45, 325.00, 325.10, 326.53, 258271, 843.33, 11645, 109323, 42.33
AEGISLOG, EQ, 12-Jun-2025, 802.50, 804.35, 809.10, 799.00, 800.50, 802.25, 803.06, 345332, 2773.23, 11304, 96322, 27.89
AEGISVOPAK, EQ, 12-Jun-2025, 251.73, 248.00, 251.58, 238.49, 238.90, 240.97, 244.15, 1172229, 2861.94, 25222, 416676, 35.55
AEROFLEX, EQ, 12-Jun-2025, 173.48, 174.50, 177.80, 171.80, 174.61, 174.31, 174.74, 1708572, 2985.60, 27466, 676406, 39.59
AERON, SM, 12-Jun-2025, 135.10, 135.10, 138.00, 133.55, 135.95, 135.30, 135.25, 39000, 52.75, 34, 32000, 82.05
AESTHETIK, ST, 12-Jun-2025, 125.05, 131.30, 131.30, 131.30, 131.30, 131.30, 131.30, 44000, 57.77, 20, 44000, 100.00
AETHER, EQ, 12-Jun-2025, 797.85, 800.00, 810.75, 786.00, 788.50, 788.50, 795.72, 181513, 1444.33, 11914, 106350, 58.59
AFCONS, EQ, 12-Jun-2025, 447.75, 448.20, 455.55, 444.90, 445.00, 446.00, 450.24, 1229345, 5534.97, 33309, 663907, 54.00
AFFLE, EQ, 12-Jun-2025, 1921.70, 1922.50, 1946.10, 1890.00, 1890.00, 1898.70, 1909.71, 307776, 5877.62, 18056, 208045, 67.60
AFFORDABLE, EQ, 12-Jun-2025, 457.50, 462.10, 475.95, 453.05, 463.00, 464.25, 467.55, 35224, 164.69, 2168, 18305, 51.97
AFIL, EQ, 12-Jun-2025, 8.34, 8.48, 8.48, 8.10, 8.14, 8.13, 8.27, 3115623, 257.63, 1608, 2440609, 78.33
AFSL, EQ, 12-Jun-2025, 255.33, 254.64, 260.00, 246.92, 251.50, 252.48, 254.50, 247552, 630.02, 7036, 97191, 39.26
AGARIND, EQ, 12-Jun-2025, 1003.25, 1007.20, 1008.90, 971.45, 982.00, 976.75, 988.39, 23735, 234.60, 2057, 15256, 64.28
AGARWALEYE, EQ, 12-Jun-2025, 364.35, 362.55, 375.95, 362.50, 371.20, 372.30, 371.60, 441973, 1642.36, 17302, 233430, 52.82
AGARWALFT, SM, 12-Jun-2025, 52.90, 52.80, 52.80, 52.80, 52.80, 52.80, 52.80, 1500, 0.79, 1, 1500, 100.00
AGARWALTUF, ST, 12-Jun-2025, 125.80, 121.25, 126.50, 121.25, 121.70, 121.70, 122.70, 4800, 5.89, 4, 4800, 100.00
AGI, EQ, 12-Jun-2025, 864.05, 864.05, 869.30, 825.60, 833.00, 832.75, 841.76, 179178, 1508.26, 10447, 107944, 60.24
AGIIL, EQ, 12-Jun-2025, 908.80, 929.00, 929.00, 860.00, 874.00, 865.65, 893.20, 315096, 2814.43, 22030, 47475, 15.07
AGNI, ST, 12-Jun-2025, 24.50, 25.45, 25.45, 24.40, 24.40, 24.40, 24.62, 12500, 3.08, 5, 12500, 100.00
AGRITECH, EQ, 12-Jun-2025, 165.12, 163.25, 166.59, 160.13, 161.03, 162.73, 163.67, 12046, 19.72, 544, 7425, 61.64
AGROPHOS, EQ, 12-Jun-2025, 38.93, 39.70, 39.70, 38.40, 38.50, 38.68, 38.89, 90938, 35.36, 793, 66453, 73.08
AGSTRA, BE, 12-Jun-2025, 4.88, 4.78, 4.78, 4.78, 4.78, 4.78, 4.78, 192566, 9.20, 451, -, -
AHLADA, EQ, 12-Jun-2025, 68.74, 69.80, 70.59, 63.51, 63.60, 65.18, 67.12, 58152, 39.03, 875, 36662, 63.05
AHLEAST, EQ, 12-Jun-2025, 147.02, 147.76, 149.00, 144.00, 147.00, 148.02, 146.97, 40623, 59.71, 665, 28526, 70.22
AHLUCONT, EQ, 12-Jun-2025, 939.05, 940.00, 948.65, 921.25, 924.75, 924.55, 932.67, 31332, 292.22, 4786, 15978, 51.00
AIAENG, EQ, 12-Jun-2025, 3517.20, 3524.00, 3549.00, 3427.00, 3448.10, 3450.60, 3455.23, 241133, 8331.71, 11122, 222939, 92.45
AIIL, EQ, 12-Jun-2025, 2536.40, 2549.20, 2549.20, 2475.00, 2499.50, 2497.80, 2504.76, 60552, 1516.68, 10038, 24915, 41.15
AIMTRON, SM, 12-Jun-2025, 556.80, 553.80, 575.00, 551.05, 556.00, 556.45, 561.09, 59600, 334.41, 115, 45600, 76.51
AIRAN, EQ, 12-Jun-2025, 30.58, 30.80, 31.64, 29.25, 30.10, 29.75, 30.50, 968264, 295.33, 5570, 402478, 41.57
AIROLAM, EQ, 12-Jun-2025, 122.91, 124.32, 124.32, 114.30, 114.30, 116.38, 118.35, 24621, 29.14, 770, 9283, 37.70
AIRTELPP, E1, 12-Jun-2025, 1394.40, 1394.00, 1413.95, 1364.05, 1376.30, 1379.95, 1380.13, 173853, 2399.40, 7311, 124813, 71.79
AISL, SM, 12-Jun-2025, 100.10, 97.10, 97.10, 97.00, 97.00, 97.00, 97.03, 1800, 1.75, 3, 1800, 100.00
AJANTPHARM, EQ, 12-Jun-2025, 2646.80, 2660.00, 2764.60, 2660.00, 2718.00, 2730.30, 2731.88, 505165, 13800.51, 44796, 175159, 34.67
AJAXENGG, EQ, 12-Jun-2025, 619.40, 622.40, 625.00, 609.40, 609.50, 611.00, 615.28, 103044, 634.01, 7681, 59144, 57.40
AJMERA, EQ, 12-Jun-2025, 955.10, 974.90, 1018.40, 952.00, 958.00, 958.05, 986.64, 449136, 4431.33, 28459, 100752, 22.43
AJOONI, EQ, 12-Jun-2025, 5.66, 5.72, 5.72, 5.61, 5.63, 5.62, 5.65, 320473, 18.12, 781, 213278, 66.55
AKANKSHA, SM, 12-Jun-2025, 119.40, 123.00, 123.95, 114.00, 114.00, 114.10, 117.79, 27000, 31.80, 25, 16000, 59.26
AKASH, EQ, 12-Jun-2025, 29.86, 29.50, 29.80, 28.26, 29.15, 29.19, 29.14, 7657, 2.23, 141, 4702, 61.41
AKG, EQ, 12-Jun-2025, 13.12, 13.12, 13.64, 13.12, 13.58, 13.56, 13.47, 31694, 4.27, 321, 23891, 75.38
AKI, BE, 12-Jun-2025, 8.06, 8.00, 8.00, 7.90, 7.90, 7.90, 7.97, 13911, 1.11, 65, -, -
AKIKO, SM, 12-Jun-2025, 84.90, 82.10, 83.00, 80.05, 81.00, 81.75, 81.45, 24000, 19.55, 13, 14400, 60.00
AKSHAR, BE, 12-Jun-2025, 0.59, 0.59, 0.60, 0.58, 0.59, 0.59, 0.59, 1433183, 8.45, 791, -, -
AKSHARCHEM, EQ, 12-Jun-2025, 260.51, 261.81, 263.60, 251.98, 252.01, 253.43, 255.96, 5072, 12.98, 495, 2472, 48.74
AKSHOPTFBR, BE, 12-Jun-2025, 9.30, 9.33, 9.33, 9.00, 9.06, 9.05, 9.13, 172140, 15.71, 249, -, -
AKUMS, EQ, 12-Jun-2025, 577.85, 579.05, 587.10, 566.95, 567.50, 569.35, 577.12, 169718, 979.48, 10116, 81676, 48.12
AKZOINDIA, EQ, 12-Jun-2025, 3225.00, 3225.00, 3249.90, 3210.00, 3232.10, 3228.90, 3231.73, 9287, 300.13, 3150, 6117, 65.87
ALANKIT, EQ, 12-Jun-2025, 16.14, 16.49, 16.65, 15.55, 15.85, 15.77, 16.00, 666252, 106.61, 2891, 434979, 65.29
ALBERTDAVD, EQ, 12-Jun-2025, 855.40, 868.25, 874.90, 848.60, 863.00, 860.60, 864.87, 13068, 113.02, 1180, 7998, 61.20
ALEMBICLTD, EQ, 12-Jun-2025, 117.41, 118.81, 122.40, 118.25, 118.90, 119.42, 120.55, 2901823, 3498.14, 39939, 822617, 28.35
ALICON, EQ, 12-Jun-2025, 914.60, 903.50, 935.00, 897.00, 904.00, 904.95, 914.14, 20875, 190.83, 2807, 10165, 48.69
ALIVUS, EQ, 12-Jun-2025, 1026.00, 1035.00, 1075.00, 1021.30, 1031.20, 1028.80, 1048.28, 208898, 2189.85, 20781, 62798, 30.06
ALKALI, EQ, 12-Jun-2025, 101.85, 102.12, 103.00, 101.05, 101.40, 101.38, 102.02, 9499, 9.69, 713, 3356, 35.33
ALKEM, EQ, 12-Jun-2025, 4885.50, 4911.00, 4956.50, 4812.00, 4836.00, 4846.50, 4869.88, 244289, 11896.58, 22399, 146926, 60.14
ALKYLAMINE, EQ, 12-Jun-2025, 2016.70, 2016.00, 2030.50, 1981.00, 1981.00, 1998.60, 2001.45, 43010, 860.82, 7794, 21656, 50.35
ALLCARGO, EQ, 12-Jun-2025, 36.85, 36.90, 37.02, 35.21, 35.50, 35.53, 36.02, 5685284, 2047.91, 20516, 2507682, 44.11
ALLDIGI, EQ, 12-Jun-2025, 920.65, 928.00, 929.85, 899.55, 908.50, 902.65, 910.63, 10666, 97.13, 1363, 6415, 60.14
ALLETEC, SM, 12-Jun-2025, 373.80, 376.80, 388.90, 375.10, 386.90, 385.35, 380.79, 24000, 91.39, 59, 21200, 88.33
ALMONDZ, EQ, 12-Jun-2025, 21.44, 21.31, 22.40, 21.12, 21.30, 21.35, 21.75, 309418, 67.29, 1084, 149758, 48.40
ALOKINDS, EQ, 12-Jun-2025, 21.56, 21.56, 21.65, 20.50, 20.55, 20.65, 20.94, 14593331, 3055.92, 29205, 5601005, 38.38
ALPA, EQ, 12-Jun-2025, 101.03, 101.95, 102.75, 100.50, 100.50, 100.81, 101.50, 30943, 31.41, 458, 22669, 73.26
ALPEXSOLAR, SM, 12-Jun-2025, 992.65, 1004.90, 1005.00, 957.05, 961.00, 960.30, 977.75, 68200, 666.82, 281, 45800, 67.16
ALPHA, EQ, 12-Jun-2025, 51.14, 51.35, 51.35, 49.67, 50.34, 49.98, 50.35, 2318197, 1167.19, 9563, 1761397, 75.98
ALPHAETF, EQ, 12-Jun-2025, 25.51, 25.20, 25.65, 24.93, 24.98, 25.02, 25.19, 1062820, 267.70, 3350, 717774, 67.53
ALPHAGEO, EQ, 12-Jun-2025, 283.55, 287.10, 289.00, 272.60, 273.05, 273.60, 280.66, 25730, 72.21, 1687, 13695, 53.23
ALPL30IETF, EQ, 12-Jun-2025, 27.75, 27.75, 27.81, 27.53, 27.64, 27.58, 27.71, 1490756, 413.04, 1862, 1246916, 83.64
ALPSINDUS, BE, 12-Jun-2025, 2.69, 2.82, 2.82, 2.82, 2.82, 2.82, 2.82, 5445, 0.15, 12, -, -
ALUWIND, SM, 12-Jun-2025, 77.95, 79.75, 88.80, 78.55, 85.00, 84.50, 83.71, 327000, 273.74, 196, 193500, 59.17
AMBER, EQ, 12-Jun-2025, 6639.00, 6639.00, 6707.50, 6487.00, 6515.00, 6525.00, 6582.01, 150497, 9905.73, 27479, 55222, 36.69
