SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
746GS2073, GS, 16-Jun-2025, 107.60, 107.73, 107.73, 107.60, 107.73, 107.73, 107.70, 8160, 8.79, 12, 8160, 100.00
74GS2062, GS, 16-Jun-2025, 108.95, 106.22, 106.30, 106.22, 106.30, 106.30, 106.29, 51, 0.05, 2, 51, 100.00
754GS2036, GS, 16-Jun-2025, 108.37, 108.68, 108.68, 108.04, 108.52, 108.50, 108.50, 306739, 332.81, 254, 290699, 94.77
759GS2026, GS, 16-Jun-2025, 104.49, 101.87, 102.04, 101.87, 102.04, 102.04, 101.96, 2, 0.00, 2, 1, 50.00
763GS2059, GS, 16-Jun-2025, 113.00, 111.50, 111.50, 111.50, 111.50, 111.50, 111.50, 1700, 1.90, 2, 1700, 100.00
769GS2043, GS, 16-Jun-2025, 109.75, 109.01, 109.01, 108.22, 108.22, 108.22, 108.62, 200, 0.22, 2, 200, 100.00
772GS2055, GS, 16-Jun-2025, 109.15, 109.50, 109.50, 109.50, 109.50, 109.50, 109.50, 10, 0.01, 1, 10, 100.00
813GS2045, GS, 16-Jun-2025, 120.45, 120.45, 120.45, 120.45, 120.45, 120.45, 120.45, 1, 0.00, 1, 1, 100.00
824GS2027, GS, 16-Jun-2025, 106.40, 106.00, 106.44, 105.90, 106.00, 105.97, 105.99, 62534, 66.28, 11, 62450, 99.87
828GS2032, GS, 16-Jun-2025, 110.50, 110.00, 110.00, 110.00, 110.00, 110.00, 110.00, 50000, 55.00, 20, 50000, 100.00
883GS2041, GS, 16-Jun-2025, 124.00, 118.00, 118.00, 118.00, 118.00, 118.00, 118.00, 1, 0.00, 1, 1, 100.00
92GS2030, GS, 16-Jun-2025, 116.00, 113.10, 118.00, 113.10, 117.50, 117.50, 115.95, 30, 0.03, 6, 23, 76.67
A2ZINFRA, BE, 16-Jun-2025, 18.84, 18.84, 19.50, 18.50, 18.58, 19.00, 19.09, 267726, 51.10, 399, -, -
AAATECH, EQ, 16-Jun-2025, 87.41, 86.92, 88.49, 83.30, 83.30, 85.20, 85.70, 20933, 17.94, 746, 8923, 42.63
AADHARHFC, EQ, 16-Jun-2025, 437.80, 435.00, 447.00, 432.00, 444.05, 443.65, 441.44, 414360, 1829.16, 23633, 222690, 53.74
AAKASH, EQ, 16-Jun-2025, 8.42, 8.74, 10.10, 8.43, 9.30, 9.31, 9.36, 1376004, 128.77, 1956, 567953, 41.28
AAREYDRUGS, BE, 16-Jun-2025, 55.28, 56.80, 58.00, 55.66, 57.50, 57.37, 57.37, 93175, 53.45, 368, -, -
AARON, EQ, 16-Jun-2025, 398.50, 390.50, 408.80, 390.50, 398.95, 400.30, 401.20, 11203, 44.95, 1315, 5992, 53.49
AARTECH, EQ, 16-Jun-2025, 72.13, 71.51, 72.50, 69.00, 70.00, 70.75, 70.88, 176612, 125.19, 2263, 58351, 33.04
AARTIDRUGS, EQ, 16-Jun-2025, 463.75, 460.05, 468.05, 454.35, 462.50, 462.15, 459.53, 155841, 716.14, 11319, 60551, 38.85
AARTIIND, EQ, 16-Jun-2025, 462.10, 461.95, 466.50, 449.10, 463.45, 463.05, 456.82, 1493985, 6824.88, 41870, 557070, 37.29
AARTIPHARM, EQ, 16-Jun-2025, 885.65, 890.00, 906.10, 855.60, 870.00, 874.35, 876.56, 305524, 2678.09, 20650, 155959, 51.05
AARTISURF, BE, 16-Jun-2025, 572.75, 572.25, 574.70, 560.10, 565.00, 562.25, 566.46, 7021, 39.77, 192, -, -
AARVEEDEN, BE, 16-Jun-2025, 151.40, 148.50, 148.50, 148.37, 148.37, 148.37, 148.46, 33083, 49.12, 128, -, -
AARVI, EQ, 16-Jun-2025, 109.87, 109.55, 112.00, 108.10, 109.13, 109.94, 109.34, 4681, 5.12, 232, 3405, 72.74
AATMAJ, SM, 16-Jun-2025, 18.75, 19.25, 19.25, 19.25, 19.25, 19.25, 19.25, 2000, 0.39, 1, 2000, 100.00
AAVAS, EQ, 16-Jun-2025, 1850.50, 1850.90, 1895.00, 1809.60, 1855.00, 1874.50, 1859.70, 95502, 1776.05, 15977, 28928, 30.29
ABAN, EQ, 16-Jun-2025, 54.74, 56.57, 57.40, 53.10, 53.60, 54.27, 55.45, 230607, 127.88, 3064, 122303, 53.04
ABB, EQ, 16-Jun-2025, 5999.00, 6001.00, 6045.00, 5941.00, 6006.00, 6014.00, 6006.30, 133245, 8003.09, 24474, 58658, 44.02
ABBOTINDIA, EQ, 16-Jun-2025, 31515.00, 31510.00, 31875.00, 31415.00, 31685.00, 31675.00, 31673.48, 3428, 1085.77, 1686, 1261, 36.79
ABCAPITAL, EQ, 16-Jun-2025, 240.37, 241.40, 249.44, 237.39, 248.50, 248.75, 245.35, 6293041, 15439.67, 62230, 2717518, 43.18
ABDL, EQ, 16-Jun-2025, 423.35, 423.35, 437.65, 418.65, 433.20, 434.00, 430.13, 682170, 2934.25, 16385, 341682, 50.09
ABFRL, EQ, 16-Jun-2025, 73.80, 74.30, 75.42, 73.08, 75.05, 74.93, 74.26, 5853862, 4346.83, 26491, 2190341, 37.42
ABGSEC, EQ, 16-Jun-2025, 110.15, 110.15, 110.15, 109.18, 110.00, 109.97, 109.87, 959, 1.05, 27, 835, 87.07
ABHAPOWER, ST, 16-Jun-2025, 31.55, 31.55, 31.55, 31.10, 31.10, 31.10, 31.36, 8000, 2.51, 4, 8000, 100.00
ABINFRA, BE, 16-Jun-2025, 146.87, 146.00, 149.00, 145.00, 148.00, 146.30, 146.46, 16874, 24.71, 210, -, -
ABMINTLLTD, EQ, 16-Jun-2025, 48.10, 48.15, 49.74, 48.00, 48.30, 48.30, 48.44, 1448, 0.70, 18, 1009, 69.68
ABREL, EQ, 16-Jun-2025, 2454.50, 2445.60, 2519.90, 2403.80, 2499.00, 2502.10, 2486.97, 199567, 4963.18, 23814, 58854, 29.49
ABSLAMC, EQ, 16-Jun-2025, 765.65, 765.65, 777.40, 753.00, 767.65, 769.80, 767.64, 160358, 1230.96, 14403, 64176, 40.02
ABSLBANETF, EQ, 16-Jun-2025, 56.32, 56.32, 56.92, 56.19, 56.76, 56.73, 56.62, 645014, 365.23, 4365, 635620, 98.54
ABSLLIQUID, EQ, 16-Jun-2025, 999.99, 999.99, 1000.01, 999.99, 1000.00, 999.99, 999.99, 21744, 217.44, 40, 11057, 50.85
ABSLNN50ET, EQ, 16-Jun-2025, 69.88, 69.08, 70.50, 68.60, 70.42, 70.33, 69.85, 7366, 5.14, 329, 6072, 82.43
ABSLPSE, EQ, 16-Jun-2025, 10.09, 10.04, 10.29, 10.02, 10.16, 10.14, 10.12, 165590, 16.76, 667, 105184, 63.52
ABSMARINE, ST, 16-Jun-2025, 165.10, 168.40, 168.40, 168.40, 168.40, 168.40, 168.40, 15000, 25.26, 11, 15000, 100.00
ACC, EQ, 16-Jun-2025, 1846.20, 1849.00, 1875.90, 1830.60, 1870.10, 1872.70, 1853.26, 261904, 4853.77, 15961, 100344, 38.31
ACCELYA, EQ, 16-Jun-2025, 1407.40, 1401.00, 1418.00, 1395.90, 1411.80, 1414.80, 1406.71, 8499, 119.56, 2036, 3890, 45.77
ACCENTMIC, SM, 16-Jun-2025, 229.35, 233.00, 235.00, 229.00, 230.50, 230.50, 230.33, 14000, 32.25, 21, 11500, 82.14
ACCORD, SM, 16-Jun-2025, 22.15, 21.10, 21.10, 21.10, 21.10, 21.10, 21.10, 2000, 0.42, 1, 2000, 100.00
ACCPL, SM, 16-Jun-2025, 78.40, 79.90, 80.10, 78.10, 78.30, 78.30, 78.90, 32400, 25.56, 26, 21600, 66.67
ACCURACY, EQ, 16-Jun-2025, 8.44, 8.41, 8.50, 8.23, 8.50, 8.46, 8.35, 129015, 10.77, 752, 76180, 59.05
ACE, EQ, 16-Jun-2025, 1199.60, 1199.60, 1201.20, 1176.00, 1189.00, 1187.70, 1187.70, 204518, 2429.06, 21786, 94803, 46.35
ACEINTEG, EQ, 16-Jun-2025, 27.59, 27.00, 29.77, 27.00, 28.19, 28.10, 28.47, 49474, 14.09, 617, 19465, 39.34
ACI, EQ, 16-Jun-2025, 636.25, 634.10, 638.95, 618.10, 628.00, 633.85, 627.62, 196418, 1232.76, 12831, 78868, 40.15
ACL, EQ, 16-Jun-2025, 66.55, 68.90, 71.29, 66.42, 66.50, 66.75, 68.21, 56077, 38.25, 1796, 22779, 40.62
ACLGATI, EQ, 16-Jun-2025, 70.05, 70.00, 71.06, 67.19, 69.35, 69.29, 68.75, 349671, 240.41, 4378, 91970, 26.30
ACMESOLAR, EQ, 16-Jun-2025, 245.20, 245.45, 246.45, 236.00, 242.30, 243.40, 241.61, 470750, 1137.39, 15965, 187467, 39.82
ACTIVEINFR, SM, 16-Jun-2025, 170.00, 170.00, 170.00, 170.00, 170.00, 170.00, 170.00, 2400, 4.08, 4, 2400, 100.00
ACUTAAS, EQ, 16-Jun-2025, 1104.70, 1104.70, 1114.60, 1075.20, 1098.00, 1093.60, 1088.88, 189713, 2065.75, 15633, 121595, 64.09
ADANIENSOL, EQ, 16-Jun-2025, 861.00, 861.00, 871.00, 849.45, 864.95, 865.70, 863.18, 2424281, 20925.90, 41334, 1279702, 52.79
ADANIENT, EQ, 16-Jun-2025, 2507.90, 2500.00, 2563.30, 2462.00, 2539.90, 2544.00, 2527.44, 956459, 24173.91, 41826, 302106, 31.59
ADANIGREEN, EQ, 16-Jun-2025, 989.50, 989.50, 997.00, 968.60, 993.50, 992.00, 985.97, 1898670, 18720.25, 46673, 408771, 21.53
ADANIPORTS, EQ, 16-Jun-2025, 1405.00, 1389.00, 1411.20, 1375.00, 1400.20, 1400.60, 1399.41, 2823300, 39509.55, 82395, 1267674, 44.90
ADANIPOWER, EQ, 16-Jun-2025, 570.90, 567.95, 572.00, 555.05, 563.30, 562.95, 563.06, 2789157, 15704.69, 51287, 818255, 29.34
ADFFOODS, EQ, 16-Jun-2025, 277.81, 276.00, 279.99, 271.03, 275.70, 274.18, 274.13, 110238, 302.20, 5984, 35955, 32.62
ADL, BE, 16-Jun-2025, 93.05, 97.00, 97.00, 90.21, 91.31, 91.33, 93.70, 222, 0.21, 15, -, -
ADOR, EQ, 16-Jun-2025, 1020.55, 1015.50, 1028.95, 999.00, 1005.00, 1006.85, 1007.98, 5291, 53.33, 1443, 2345, 44.32
ADROITINFO, EQ, 16-Jun-2025, 11.20, 11.08, 11.33, 11.01, 11.09, 11.10, 11.14, 51392, 5.72, 329, 28769, 55.98
ADSL, EQ, 16-Jun-2025, 188.14, 186.05, 189.71, 182.18, 185.00, 185.31, 184.91, 272424, 503.74, 5781, 125031, 45.90
ADVANIHOTR, EQ, 16-Jun-2025, 61.04, 61.04, 62.13, 60.10, 61.60, 61.48, 60.99, 41654, 25.40, 864, 24465, 58.73
ADVENZYMES, EQ, 16-Jun-2025, 320.60, 317.35, 340.35, 314.75, 337.95, 336.90, 331.98, 550757, 1828.43, 15200, 196075, 35.60
AEGISLOG, EQ, 16-Jun-2025, 790.30, 790.95, 798.05, 772.05, 776.60, 775.25, 779.42, 312585, 2436.35, 11951, 146983, 47.02
AEGISVOPAK, EQ, 16-Jun-2025, 235.70, 234.81, 237.99, 227.63, 235.00, 235.03, 233.78, 967118, 2260.92, 10943, 554209, 57.31
AEROFLEX, EQ, 16-Jun-2025, 171.02, 170.00, 173.45, 167.50, 171.59, 171.20, 170.30, 880146, 1498.92, 14998, 269966, 30.67
AERON, SM, 16-Jun-2025, 133.00, 135.00, 135.00, 129.00, 129.00, 130.10, 130.97, 41000, 53.70, 40, 33000, 80.49
AESTHETIK, ST, 16-Jun-2025, 137.85, 144.70, 144.70, 135.00, 139.05, 142.65, 142.04, 220000, 312.49, 101, 198000, 90.00
AETHER, EQ, 16-Jun-2025, 792.40, 785.00, 798.00, 781.20, 790.50, 791.50, 787.85, 64364, 507.09, 6081, 32045, 49.79
AFCONS, EQ, 16-Jun-2025, 440.85, 440.00, 446.40, 430.50, 443.10, 444.15, 439.54, 829107, 3644.30, 22179, 474868, 57.27
AFFLE, EQ, 16-Jun-2025, 1926.50, 1926.50, 1964.50, 1885.00, 1963.90, 1961.10, 1931.35, 346252, 6687.34, 32153, 124306, 35.90
AFFORDABLE, EQ, 16-Jun-2025, 451.85, 455.45, 455.45, 431.00, 448.00, 449.70, 442.05, 23318, 103.08, 1942, 10216, 43.81
AFIL, EQ, 16-Jun-2025, 8.03, 8.00, 8.08, 7.75, 7.84, 7.85, 7.85, 1784416, 140.12, 2273, 949979, 53.24
AFSL, EQ, 16-Jun-2025, 239.96, 239.65, 245.87, 230.35, 242.60, 241.46, 239.20, 103269, 247.02, 3205, 64689, 62.64
AGARIND, EQ, 16-Jun-2025, 963.05, 967.95, 974.30, 951.95, 965.00, 965.50, 962.09, 17059, 164.12, 2018, 9109, 53.40
AGARWALEYE, EQ, 16-Jun-2025, 375.25, 371.50, 386.55, 371.50, 382.40, 384.95, 380.95, 349543, 1331.59, 19246, 173856, 49.74
AGARWALTUF, ST, 16-Jun-2025, 123.35, 126.90, 126.90, 126.65, 126.85, 126.85, 126.88, 15600, 19.79, 4, 15600, 100.00
AGI, EQ, 16-Jun-2025, 830.00, 834.00, 835.45, 811.10, 821.60, 821.40, 819.13, 51733, 423.76, 4588, 23047, 44.55
AGIIL, EQ, 16-Jun-2025, 872.00, 880.70, 881.05, 847.10, 860.00, 857.00, 857.42, 70978, 608.58, 5032, 31377, 44.21
AGNI, ST, 16-Jun-2025, 25.60, 26.85, 26.85, 26.00, 26.85, 26.85, 26.81, 57500, 15.42, 20, 57500, 100.00
AGRITECH, EQ, 16-Jun-2025, 159.46, 158.57, 159.44, 152.37, 156.23, 157.69, 157.46, 7810, 12.30, 495, 3769, 48.26
AGROPHOS, EQ, 16-Jun-2025, 36.06, 36.11, 38.20, 36.06, 37.31, 37.32, 37.25, 126809, 47.23, 889, 60439, 47.66
AGSTRA, BE, 16-Jun-2025, 4.68, 4.58, 4.58, 4.58, 4.58, 4.58, 4.58, 181976, 8.33, 468, -, -
AHLADA, EQ, 16-Jun-2025, 66.78, 67.41, 69.67, 66.97, 68.14, 67.90, 68.22, 21780, 14.86, 403, 12125, 55.67
AHLEAST, EQ, 16-Jun-2025, 147.21, 147.99, 147.99, 144.61, 145.75, 145.54, 145.92, 2837, 4.14, 167, 1384, 48.78
AHLUCONT, EQ, 16-Jun-2025, 920.70, 916.20, 934.00, 897.50, 933.00, 932.30, 919.99, 34298, 315.54, 4137, 16799, 48.98
AIAENG, EQ, 16-Jun-2025, 3443.80, 3430.00, 3450.50, 3375.00, 3389.00, 3399.80, 3397.88, 56379, 1915.69, 10401, 43077, 76.41
AIIL, EQ, 16-Jun-2025, 2448.80, 2448.80, 2498.00, 2400.00, 2494.00, 2483.40, 2442.71, 63006, 1539.05, 9558, 22766, 36.13
AIMTRON, SM, 16-Jun-2025, 555.20, 552.40, 578.00, 548.00, 578.00, 573.95, 560.60, 95200, 533.69, 171, 71600, 75.21
AIRAN, EQ, 16-Jun-2025, 30.20, 30.10, 32.65, 29.10, 30.90, 30.96, 31.30, 900749, 281.97, 5286, 357354, 39.67
AIROLAM, EQ, 16-Jun-2025, 111.82, 114.60, 114.60, 108.91, 113.98, 112.15, 112.33, 11191, 12.57, 377, 6383, 57.04
AIRTELPP, E1, 16-Jun-2025, 1376.10, 1376.15, 1402.00, 1376.15, 1389.00, 1389.90, 1392.90, 42399, 590.58, 2010, 27869, 65.73
AISL, SM, 16-Jun-2025, 101.00, 101.00, 101.00, 101.00, 101.00, 101.00, 101.00, 6600, 6.67, 1, 6600, 100.00
AJANTPHARM, EQ, 16-Jun-2025, 2634.20, 2649.90, 2664.90, 2593.50, 2597.00, 2598.20, 2611.46, 64674, 1688.94, 12895, 28429, 43.96
AJAXENGG, EQ, 16-Jun-2025, 609.05, 603.05, 622.50, 598.80, 604.00, 605.55, 604.56, 84684, 511.96, 5826, 42984, 50.76
AJMERA, EQ, 16-Jun-2025, 957.75, 958.05, 974.75, 942.00, 969.00, 964.35, 957.73, 123731, 1185.01, 7746, 49972, 40.39
AJOONI, EQ, 16-Jun-2025, 5.50, 5.50, 5.73, 5.40, 5.66, 5.64, 5.59, 588134, 32.85, 1066, 350951, 59.67
AKANKSHA, SM, 16-Jun-2025, 110.50, 106.05, 110.45, 105.00, 105.55, 105.40, 106.74, 21000, 22.42, 20, 14000, 66.67
AKASH, EQ, 16-Jun-2025, 28.90, 29.64, 29.64, 27.15, 28.49, 28.04, 27.91, 32566, 9.09, 308, 18037, 55.39
AKG, EQ, 16-Jun-2025, 12.76, 12.77, 13.36, 12.53, 13.35, 12.89, 12.85, 20189, 2.59, 270, 12504, 61.93
AKI, BE, 16-Jun-2025, 7.74, 7.70, 7.70, 7.62, 7.64, 7.64, 7.67, 26284, 2.02, 58, -, -
AKIKO, SM, 16-Jun-2025, 83.90, 81.05, 84.00, 80.05, 84.00, 84.00, 81.70, 4800, 3.92, 3, 3200, 66.67
AKSHAR, BE, 16-Jun-2025, 0.58, 0.58, 0.59, 0.58, 0.59, 0.58, 0.58, 1027308, 6.00, 805, -, -
AKSHARCHEM, EQ, 16-Jun-2025, 249.38, 254.62, 258.28, 249.00, 249.00, 251.89, 253.37, 4690, 11.88, 482, 2314, 49.34
AKSHOPTFBR, BE, 16-Jun-2025, 9.15, 9.00, 9.20, 8.92, 9.10, 9.06, 9.00, 168304, 15.15, 300, -, -
AKUMS, EQ, 16-Jun-2025, 572.30, 577.00, 582.75, 558.25, 571.55, 574.70, 568.39, 159298, 905.43, 9060, 49834, 31.28
AKZOINDIA, EQ, 16-Jun-2025, 3238.30, 3238.30, 3264.80, 3210.00, 3244.00, 3246.60, 3235.46, 5236, 169.41, 1508, 2923, 55.83
ALANKIT, EQ, 16-Jun-2025, 15.43, 15.25, 15.69, 15.08, 15.31, 15.24, 15.27, 410493, 62.68, 1486, 191134, 46.56
ALBERTDAVD, EQ, 16-Jun-2025, 862.65, 871.95, 871.95, 838.05, 860.00, 863.05, 854.24, 5440, 46.47, 575, 3758, 69.08
ALEMBICLTD, EQ, 16-Jun-2025, 115.66, 115.79, 116.63, 112.77, 114.90, 114.64, 114.72, 550691, 631.73, 8557, 224694, 40.80
ALICON, EQ, 16-Jun-2025, 893.55, 885.40, 901.90, 870.80, 888.00, 891.40, 886.14, 13013, 115.31, 1928, 4156, 31.94
ALIVUS, EQ, 16-Jun-2025, 1014.20, 1014.20, 1028.00, 1003.70, 1022.00, 1018.00, 1010.87, 99404, 1004.84, 8126, 62548, 62.92
ALKALI, EQ, 16-Jun-2025, 99.56, 99.10, 101.90, 99.10, 99.54, 99.58, 100.58, 10254, 10.31, 554, 5696, 55.55
ALKEM, EQ, 16-Jun-2025, 4847.50, 4832.00, 4882.50, 4794.00, 4870.00, 4868.00, 4844.04, 71534, 3465.14, 9911, 24846, 34.73
ALKYLAMINE, EQ, 16-Jun-2025, 1991.10, 1962.00, 1996.50, 1937.40, 1992.00, 1992.60, 1970.43, 22579, 444.90, 5153, 9722, 43.06
ALLCARGO, EQ, 16-Jun-2025, 36.61, 36.82, 37.17, 35.26, 36.18, 36.28, 35.94, 5788247, 2080.57, 22759, 1868267, 32.28
ALLDIGI, EQ, 16-Jun-2025, 910.15, 906.00, 918.95, 892.80, 909.60, 914.70, 908.62, 6250, 56.79, 780, 3311, 52.98
ALLETEC, SM, 16-Jun-2025, 382.50, 383.20, 383.20, 371.10, 382.80, 381.95, 378.61, 27600, 104.50, 60, 18000, 65.22
ALMONDZ, EQ, 16-Jun-2025, 21.19, 21.55, 23.00, 20.41, 20.60, 20.74, 21.26, 333837, 70.97, 1718, 156331, 46.83
ALOKINDS, EQ, 16-Jun-2025, 20.22, 20.09, 20.29, 19.30, 20.15, 20.09, 19.78, 9299510, 1839.61, 22140, 2569315, 27.63
ALPA, EQ, 16-Jun-2025, 99.06, 100.50, 100.50, 97.61, 99.00, 98.67, 98.87, 13654, 13.50, 409, 6902, 50.55
ALPEXSOLAR, SM, 16-Jun-2025, 981.75, 988.00, 1048.00, 988.00, 1026.00, 1022.95, 1027.32, 446000, 4581.83, 1222, 298200, 66.86
ALPHA, EQ, 16-Jun-2025, 49.79, 50.29, 50.29, 49.05, 50.10, 50.04, 49.68, 2152701, 1069.37, 5772, 1367449, 63.52
ALPHAETF, EQ, 16-Jun-2025, 24.92, 25.30, 25.30, 24.62, 25.19, 25.12, 25.03, 572259, 143.22, 1828, 319114, 55.76
ALPHAGEO, EQ, 16-Jun-2025, 276.75, 280.90, 285.00, 270.60, 276.55, 275.35, 276.95, 15353, 42.52, 836, 7048, 45.91
ALPL30IETF, EQ, 16-Jun-2025, 27.68, 27.59, 27.68, 27.36, 27.61, 27.59, 27.48, 5413395, 1487.50, 2678, 4959259, 91.61
