SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
832GS2032, GS, 18-Jun-2025, 119.90, 116.90, 116.90, 116.80, 116.80, 116.80, 116.83, 3, 0.00, 2, 3, 100.00
83GS2040, GS, 18-Jun-2025, 120.65, 120.50, 120.50, 120.50, 120.50, 120.50, 120.50, 5, 0.01, 1, 5, 100.00
A2ZINFRA, BE, 18-Jun-2025, 19.33, 18.94, 20.29, 18.75, 20.25, 20.17, 19.74, 549069, 108.37, 623, -, -
AAATECH, EQ, 18-Jun-2025, 84.87, 84.87, 84.87, 83.32, 84.80, 84.33, 84.14, 6557, 5.52, 310, 3378, 51.52
AADHARHFC, EQ, 18-Jun-2025, 445.70, 445.70, 445.90, 438.60, 440.00, 440.15, 441.59, 310645, 1371.78, 14556, 188640, 60.73
AAKASH, EQ, 18-Jun-2025, 8.76, 9.01, 10.51, 9.01, 9.88, 9.70, 10.02, 3669694, 367.80, 7819, 1115657, 30.40
AAREYDRUGS, BE, 18-Jun-2025, 56.25, 56.35, 56.70, 54.12, 54.60, 54.54, 55.66, 54218, 30.18, 209, -, -
AARON, EQ, 18-Jun-2025, 394.90, 395.00, 405.00, 395.00, 404.95, 403.45, 400.24, 6244, 24.99, 516, 3985, 63.82
AARTECH, EQ, 18-Jun-2025, 70.23, 69.41, 69.49, 66.85, 66.85, 67.19, 67.85, 82728, 56.13, 1668, 48456, 58.57
AARTIDRUGS, EQ, 18-Jun-2025, 450.90, 451.90, 456.90, 444.65, 446.45, 446.40, 449.13, 156613, 703.39, 11539, 62494, 39.90
AARTIIND, EQ, 18-Jun-2025, 455.60, 455.50, 457.60, 448.15, 449.10, 450.15, 452.32, 740566, 3349.74, 17730, 273860, 36.98
AARTIPHARM, EQ, 18-Jun-2025, 859.20, 863.45, 896.00, 861.50, 877.00, 880.80, 878.96, 342652, 3011.79, 27232, 113608, 33.16
AARTISURF, BE, 18-Jun-2025, 552.65, 550.00, 554.65, 543.05, 550.00, 546.85, 548.09, 7579, 41.54, 197, -, -
AARTISURF, P1, 18-Jun-2025, 179.00, 179.00, 179.00, 179.00, 179.00, 179.00, 179.00, 5, 0.01, 1, 5, 100.00
AARVEEDEN, BE, 18-Jun-2025, 145.40, 142.49, 142.49, 142.49, 142.49, 142.49, 142.49, 1898, 2.70, 15, -, -
AARVI, EQ, 18-Jun-2025, 112.27, 109.10, 112.00, 108.91, 109.06, 109.76, 109.92, 5042, 5.54, 228, 2329, 46.19
AATMAJ, SM, 18-Jun-2025, 19.20, 18.50, 18.60, 18.35, 18.60, 18.60, 18.43, 14000, 2.58, 7, 12000, 85.71
AAVAS, EQ, 18-Jun-2025, 1823.30, 1823.10, 1839.90, 1811.40, 1822.80, 1822.80, 1825.39, 48052, 877.13, 8320, 18451, 38.40
ABAN, EQ, 18-Jun-2025, 51.27, 51.20, 56.39, 50.90, 56.39, 56.39, 55.53, 334460, 185.74, 2708, 236869, 70.82
ABB, EQ, 18-Jun-2025, 6034.50, 6001.00, 6089.50, 6000.00, 6025.00, 6044.00, 6039.90, 165662, 10005.82, 19672, 77466, 46.76
ABBOTINDIA, EQ, 18-Jun-2025, 31800.00, 31800.00, 32000.00, 31500.00, 31555.00, 31565.00, 31690.49, 3647, 1155.75, 1666, 1868, 51.22
ABCAPITAL, EQ, 18-Jun-2025, 255.11, 256.00, 259.42, 253.75, 254.40, 256.23, 256.62, 12129695, 31127.18, 85271, 5166602, 42.59
ABCOTS, SM, 18-Jun-2025, 444.10, 471.95, 471.95, 440.00, 449.00, 449.55, 448.41, 13250, 59.41, 51, 8250, 62.26
ABDL, EQ, 18-Jun-2025, 434.25, 436.40, 439.70, 425.05, 428.00, 426.95, 431.53, 406080, 1752.36, 14339, 226455, 55.77
ABFRL, EQ, 18-Jun-2025, 74.70, 74.60, 75.61, 74.25, 74.34, 74.43, 74.84, 3477834, 2602.67, 18538, 1348746, 38.78
ABGSEC, EQ, 18-Jun-2025, 109.56, 109.98, 109.98, 109.45, 109.88, 109.88, 109.46, 25306, 27.70, 16, 25006, 98.81
ABHAPOWER, ST, 18-Jun-2025, 30.95, 30.35, 30.40, 30.35, 30.40, 30.40, 30.39, 11200, 3.40, 7, 9600, 85.71
ABINFRA, BE, 18-Jun-2025, 146.75, 147.00, 152.70, 145.95, 149.75, 150.21, 148.47, 207852, 308.60, 333, -, -
ABMINTLLTD, EQ, 18-Jun-2025, 49.60, 50.26, 50.26, 48.03, 49.75, 49.32, 49.67, 384, 0.19, 12, 187, 48.70
ABREL, EQ, 18-Jun-2025, 2470.40, 2474.00, 2490.00, 2422.50, 2444.00, 2445.30, 2452.66, 118593, 2908.69, 14161, 52903, 44.61
ABSLAMC, EQ, 18-Jun-2025, 768.80, 766.30, 774.25, 747.95, 752.00, 749.80, 756.56, 197907, 1497.28, 15481, 110068, 55.62
ABSLBANETF, EQ, 18-Jun-2025, 56.50, 58.20, 58.20, 56.36, 56.66, 56.65, 56.66, 2468683, 1398.68, 281, 2458604, 99.59
ABSLLIQUID, EQ, 18-Jun-2025, 1000.01, 1000.00, 1000.01, 999.99, 1000.01, 1000.01, 1000.00, 14483, 144.83, 36, 12655, 87.38
ABSLNN50ET, EQ, 18-Jun-2025, 69.88, 69.88, 69.99, 69.40, 69.92, 69.51, 69.61, 7474, 5.20, 232, 6829, 91.37
ABSLPSE, EQ, 18-Jun-2025, 10.09, 10.20, 10.20, 10.00, 10.05, 10.05, 10.05, 150002, 15.07, 623, 104122, 69.41
ABSMARINE, ST, 18-Jun-2025, 171.75, 175.15, 175.15, 175.15, 175.15, 175.15, 175.15, 180000, 315.27, 95, 126000, 70.00
ACC, EQ, 18-Jun-2025, 1860.70, 1855.00, 1865.60, 1835.00, 1838.00, 1840.60, 1849.98, 209111, 3868.51, 17998, 99833, 47.74
ACCELYA, EQ, 18-Jun-2025, 1407.00, 1408.10, 1430.00, 1401.20, 1406.20, 1412.10, 1412.31, 4398, 62.11, 1161, 2740, 62.30
ACCENT-RE, ST, 18-Jun-2025, 94.75, 80.00, 95.00, 65.00, 76.00, 75.20, 76.79, 79240, 60.85, 416, 78890, 99.56
ACCENTMIC, SM, 18-Jun-2025, 229.75, 228.00, 229.50, 217.75, 221.50, 220.70, 222.60, 72000, 160.27, 125, 60000, 83.33
ACCPL, SM, 18-Jun-2025, 77.00, 78.90, 79.00, 75.00, 75.00, 75.00, 76.35, 36000, 27.49, 29, 24000, 66.67
ACCURACY, EQ, 18-Jun-2025, 8.39, 8.45, 8.49, 8.20, 8.32, 8.30, 8.37, 86852, 7.27, 592, 67908, 78.19
ACE, EQ, 18-Jun-2025, 1188.30, 1195.10, 1212.80, 1181.00, 1198.00, 1198.60, 1199.71, 154457, 1853.04, 14905, 71097, 46.03
ACEINTEG, EQ, 18-Jun-2025, 27.39, 27.74, 28.29, 26.36, 26.50, 26.97, 27.32, 13931, 3.81, 345, 7665, 55.02
ACI, EQ, 18-Jun-2025, 628.15, 629.00, 631.95, 616.55, 618.20, 619.80, 623.64, 96112, 599.40, 6725, 35232, 36.66
ACL, EQ, 18-Jun-2025, 67.52, 67.17, 69.78, 67.17, 68.75, 68.56, 68.70, 40692, 27.96, 1035, 22736, 55.87
ACLGATI, EQ, 18-Jun-2025, 67.82, 67.83, 68.00, 66.30, 66.42, 66.60, 67.01, 228568, 153.16, 2755, 112833, 49.37
ACMESOLAR, EQ, 18-Jun-2025, 248.95, 252.00, 256.15, 247.25, 254.95, 253.75, 252.71, 945904, 2390.35, 13513, 481662, 50.92
ACUTAAS, EQ, 18-Jun-2025, 1096.50, 1098.00, 1115.20, 1087.80, 1101.00, 1107.60, 1097.56, 373768, 4102.33, 22394, 306829, 82.09
ADANIENSOL, EQ, 18-Jun-2025, 848.85, 848.95, 858.55, 834.60, 842.45, 846.45, 844.49, 1943400, 16411.81, 30436, 1201371, 61.82
ADANIENT, EQ, 18-Jun-2025, 2488.50, 2491.90, 2495.90, 2445.40, 2456.90, 2459.10, 2467.90, 667044, 16461.96, 40514, 167847, 25.16
ADANIGREEN, EQ, 18-Jun-2025, 977.50, 977.50, 985.60, 963.20, 969.30, 968.90, 971.84, 1632269, 15863.04, 34931, 619163, 37.93
ADANIPORTS, EQ, 18-Jun-2025, 1392.30, 1387.00, 1395.20, 1365.20, 1370.50, 1372.60, 1376.39, 1732093, 23840.38, 71001, 836238, 48.28
ADANIPOWER, EQ, 18-Jun-2025, 558.20, 558.00, 560.35, 550.00, 550.05, 550.80, 553.81, 2012632, 11146.11, 37680, 752655, 37.40
ADFFOODS, EQ, 18-Jun-2025, 289.32, 287.02, 295.00, 285.46, 287.00, 287.91, 290.26, 160816, 466.78, 7391, 47395, 29.47
ADL, BE, 18-Jun-2025, 93.00, 96.90, 96.90, 94.00, 94.00, 94.00, 96.38, 155, 0.15, 10, -, -
ADOR, EQ, 18-Jun-2025, 990.30, 995.50, 1003.95, 980.00, 1000.00, 998.65, 989.41, 6837, 67.65, 1029, 3428, 50.14
ADROITINFO, EQ, 18-Jun-2025, 10.98, 10.98, 11.16, 10.61, 11.10, 11.05, 11.02, 49199, 5.42, 1193, 8373, 17.02
ADSL, EQ, 18-Jun-2025, 183.96, 183.96, 184.77, 180.00, 181.20, 180.48, 181.87, 193147, 351.28, 4740, 88009, 45.57
ADVANIHOTR, EQ, 18-Jun-2025, 61.80, 60.60, 62.73, 60.60, 61.80, 62.09, 62.07, 53382, 33.14, 971, 35488, 66.48
ADVENZYMES, EQ, 18-Jun-2025, 343.50, 339.95, 347.50, 334.75, 337.90, 337.15, 339.53, 243761, 827.65, 9714, 82761, 33.95
AEGISLOG, EQ, 18-Jun-2025, 784.30, 788.75, 789.85, 771.20, 771.20, 774.50, 777.12, 179193, 1392.55, 9373, 63486, 35.43
AEGISVOPAK, EQ, 18-Jun-2025, 238.69, 239.35, 247.80, 237.00, 246.70, 246.66, 244.71, 1088994, 2664.83, 14879, 596719, 54.80
AEROFLEX, EQ, 18-Jun-2025, 167.54, 167.95, 178.24, 165.02, 175.30, 174.85, 174.23, 2853684, 4972.03, 40168, 707650, 24.80
AERON, SM, 18-Jun-2025, 129.50, 130.30, 130.30, 129.00, 129.00, 129.00, 129.60, 9000, 11.66, 9, 9000, 100.00
AESTHETIK, ST, 18-Jun-2025, 136.30, 133.60, 133.60, 129.50, 129.50, 129.50, 130.08, 44000, 57.24, 22, 44000, 100.00
AETHER, EQ, 18-Jun-2025, 787.95, 790.00, 795.20, 766.70, 767.90, 768.60, 776.03, 123453, 958.04, 9201, 75491, 61.15
AFCONS, EQ, 18-Jun-2025, 445.05, 444.00, 449.00, 435.05, 441.10, 439.75, 440.83, 663855, 2926.50, 20586, 353619, 53.27
AFFLE, EQ, 18-Jun-2025, 1941.30, 1940.00, 1940.00, 1889.90, 1900.00, 1903.40, 1913.19, 300154, 5742.51, 15659, 166436, 55.45
AFFORDABLE, EQ, 18-Jun-2025, 456.30, 456.30, 463.45, 446.50, 452.00, 454.90, 453.03, 17527, 79.40, 1440, 9683, 55.25
AFIL, EQ, 18-Jun-2025, 7.77, 7.88, 7.89, 7.65, 7.71, 7.71, 7.77, 891868, 69.30, 1121, 485376, 54.42
AFSL, EQ, 18-Jun-2025, 236.88, 238.10, 239.58, 230.71, 233.82, 234.21, 234.41, 87823, 205.87, 2791, 60970, 69.42
AGARIND, EQ, 18-Jun-2025, 975.70, 975.70, 985.00, 961.10, 966.20, 979.40, 974.15, 15857, 154.47, 1532, 8613, 54.32
AGARWALEYE, EQ, 18-Jun-2025, 395.00, 395.00, 402.30, 392.05, 398.95, 398.95, 399.25, 315289, 1258.80, 8488, 210667, 66.82
AGARWALFT, SM, 18-Jun-2025, 51.90, 49.40, 49.40, 49.40, 49.40, 49.40, 49.40, 4500, 2.22, 3, 4500, 100.00
AGARWALTUF, ST, 18-Jun-2025, 127.30, 124.20, 125.70, 120.95, 121.10, 121.45, 122.34, 15600, 19.08, 12, 10800, 69.23
AGI, EQ, 18-Jun-2025, 815.60, 815.60, 822.80, 802.00, 811.00, 808.10, 808.76, 142743, 1154.45, 10236, 55343, 38.77
AGIIL, EQ, 18-Jun-2025, 870.10, 885.00, 912.45, 857.50, 872.15, 874.50, 881.80, 310849, 2741.05, 21631, 71545, 23.02
AGNI, ST, 18-Jun-2025, 28.15, 29.45, 29.55, 29.45, 29.55, 29.55, 29.53, 10000, 2.95, 4, 10000, 100.00
AGRITECH, EQ, 18-Jun-2025, 156.66, 155.01, 159.99, 154.06, 155.00, 155.08, 156.01, 4860, 7.58, 350, 3506, 72.14
AGROPHOS, EQ, 18-Jun-2025, 36.16, 36.15, 36.69, 36.00, 36.10, 36.06, 36.22, 21608, 7.83, 264, 11177, 51.73
AGSTRA, BE, 18-Jun-2025, 4.48, 4.42, 4.56, 4.42, 4.56, 4.56, 4.53, 692753, 31.38, 395, -, -
AGUL, SM, 18-Jun-2025, 46.00, 43.75, 43.75, 43.75, 43.75, 43.75, 43.75, 2000, 0.88, 1, 2000, 100.00
AHLADA, EQ, 18-Jun-2025, 66.69, 66.57, 74.70, 66.36, 74.50, 72.21, 71.79, 133672, 95.97, 1230, 86448, 64.67
AHLEAST, EQ, 18-Jun-2025, 143.92, 139.65, 147.50, 139.65, 145.50, 147.19, 145.29, 3501, 5.09, 262, 1873, 53.50
AHLUCONT, EQ, 18-Jun-2025, 917.95, 922.50, 932.60, 909.90, 918.70, 915.65, 918.21, 37618, 345.41, 2908, 16132, 42.88
AIAENG, EQ, 18-Jun-2025, 3405.60, 3409.90, 3462.90, 3370.20, 3395.00, 3384.30, 3401.07, 26155, 889.55, 8866, 13945, 53.32
AIIL, EQ, 18-Jun-2025, 2436.70, 2436.70, 2590.00, 2420.00, 2535.00, 2541.10, 2535.89, 683675, 17337.26, 63582, 92261, 13.49
AILIMITED, ST, 18-Jun-2025, 80.00, 76.00, 76.00, 76.00, 76.00, 76.00, 76.00, 9000, 6.84, 6, 9000, 100.00
AIMTRON, SM, 18-Jun-2025, 570.65, 572.00, 572.00, 555.00, 561.20, 559.55, 561.57, 40400, 226.88, 98, 27200, 67.33
AIRAN, EQ, 18-Jun-2025, 30.53, 30.37, 30.70, 29.41, 29.90, 29.59, 29.95, 275528, 82.52, 1512, 188347, 68.36
AIROLAM, EQ, 18-Jun-2025, 109.14, 110.32, 112.50, 104.01, 104.13, 105.11, 106.88, 19090, 20.40, 868, 8508, 44.57
AIRTELPP, E1, 18-Jun-2025, 1384.05, 1384.05, 1400.00, 1377.15, 1384.00, 1386.40, 1389.53, 590252, 8201.76, 7563, 508012, 86.07
AISL, SM, 18-Jun-2025, 101.45, 97.25, 97.25, 97.25, 97.25, 97.25, 97.25, 1200, 1.17, 1, 1200, 100.00
AJANTPHARM, EQ, 18-Jun-2025, 2547.50, 2562.50, 2590.20, 2516.50, 2575.50, 2581.40, 2544.17, 278928, 7096.41, 13845, 246202, 88.27
AJAXENGG, EQ, 18-Jun-2025, 608.25, 612.90, 612.90, 598.50, 600.00, 602.55, 602.94, 84934, 512.10, 5531, 49789, 58.62
AJMERA, EQ, 18-Jun-2025, 978.85, 985.00, 997.00, 956.00, 975.00, 973.85, 975.22, 78706, 767.56, 6884, 26222, 33.32
AJOONI, EQ, 18-Jun-2025, 5.63, 5.61, 5.66, 5.59, 5.61, 5.60, 5.62, 206137, 11.58, 495, 139929, 67.88
AKANKSHA, ST, 18-Jun-2025, 102.00, 101.00, 101.00, 97.10, 97.10, 97.15, 98.52, 14000, 13.79, 14, 14000, 100.00
AKASH, EQ, 18-Jun-2025, 29.75, 29.75, 29.75, 28.50, 28.60, 28.81, 29.09, 13152, 3.83, 291, 8470, 64.40
AKG, EQ, 18-Jun-2025, 13.18, 13.11, 13.80, 13.00, 13.70, 13.66, 13.31, 96696, 12.87, 435, 45798, 47.36
AKI, BE, 18-Jun-2025, 7.63, 7.62, 7.70, 7.62, 7.64, 7.64, 7.64, 19998, 1.53, 70, -, -
AKIKO, SM, 18-Jun-2025, 84.00, 84.95, 84.95, 84.50, 84.90, 84.90, 84.78, 4800, 4.07, 3, 4800, 100.00
AKSHAR, BE, 18-Jun-2025, 0.58, 0.59, 0.60, 0.58, 0.60, 0.58, 0.58, 1255241, 7.34, 705, -, -
AKSHARCHEM, EQ, 18-Jun-2025, 251.40, 250.20, 254.05, 240.85, 242.70, 245.42, 248.46, 3160, 7.85, 257, 1866, 59.05
AKSHOPTFBR, EQ, 18-Jun-2025, 9.05, 9.19, 9.19, 9.00, 9.04, 9.05, 9.08, 64866, 5.89, 251, 43993, 67.82
AKUMS, EQ, 18-Jun-2025, 561.65, 562.00, 562.00, 550.35, 550.35, 553.90, 556.01, 73615, 409.31, 4629, 42502, 57.74
AKZOINDIA, EQ, 18-Jun-2025, 3227.00, 3211.10, 3249.90, 3188.00, 3235.00, 3235.20, 3221.61, 4185, 134.82, 1549, 2411, 57.61
ALANKIT, EQ, 18-Jun-2025, 15.15, 15.05, 15.29, 14.82, 14.89, 14.94, 15.15, 382606, 57.95, 1383, 230767, 60.31
ALBERTDAVD, EQ, 18-Jun-2025, 854.80, 852.10, 857.70, 841.05, 849.00, 845.25, 851.93, 9034, 76.96, 604, 7707, 85.31
ALEMBICLTD, EQ, 18-Jun-2025, 116.17, 116.17, 117.44, 113.95, 113.95, 114.53, 115.13, 401670, 462.42, 6832, 149392, 37.19
ALICON, EQ, 18-Jun-2025, 893.20, 897.90, 903.50, 860.00, 860.00, 863.20, 870.46, 20770, 180.79, 2046, 11577, 55.74
ALIVUS, EQ, 18-Jun-2025, 1013.00, 1022.00, 1022.00, 984.60, 1005.00, 1004.80, 1002.04, 96332, 965.28, 8430, 43650, 45.31
ALKALI, EQ, 18-Jun-2025, 99.56, 100.68, 101.00, 98.05, 98.05, 98.51, 99.28, 5007, 4.97, 240, 2615, 52.23
ALKEM, EQ, 18-Jun-2025, 4813.00, 4840.00, 4847.50, 4775.00, 4800.00, 4805.00, 4801.87, 120503, 5786.40, 13419, 76328, 63.34
ALKYLAMINE, EQ, 18-Jun-2025, 1942.20, 1945.00, 1968.10, 1925.00, 1940.00, 1935.60, 1943.25, 21472, 417.25, 5144, 8941, 41.64
ALLCARGO, EQ, 18-Jun-2025, 35.37, 35.19, 35.69, 34.50, 34.78, 34.79, 35.08, 2537052, 889.95, 11381, 940616, 37.08
ALLDIGI, EQ, 18-Jun-2025, 915.70, 919.00, 919.00, 902.00, 912.50, 908.35, 908.26, 4001, 36.34, 750, 1822, 45.54
ALLETEC, SM, 18-Jun-2025, 386.50, 386.05, 390.75, 375.10, 381.00, 380.55, 380.69, 14800, 56.34, 34, 8000, 54.05
ALMONDZ, EQ, 18-Jun-2025, 20.67, 21.00, 21.19, 19.90, 19.91, 20.04, 20.33, 311651, 63.37, 1584, 161650, 51.87
ALOKINDS, EQ, 18-Jun-2025, 19.72, 19.71, 19.90, 19.36, 19.52, 19.54, 19.61, 5730296, 1123.91, 11319, 1607696, 28.06
ALPA, EQ, 18-Jun-2025, 99.80, 100.79, 100.85, 98.50, 98.70, 98.58, 99.37, 18825, 18.71, 327, 12102, 64.29
ALPEXSOLAR, SM, 18-Jun-2025, 998.85, 1012.95, 1019.00, 986.05, 996.00, 990.65, 998.40, 106200, 1060.30, 339, 62200, 58.57
ALPHA, EQ, 18-Jun-2025, 50.01, 50.18, 50.43, 49.76, 50.17, 50.16, 50.13, 1575375, 789.74, 3126, 915215, 58.10
